w.length,s.e.response
8.204383116379E2,1.576222678497E-1
8.334506033105E2,1.656327003743E-1
8.454324965174E2,1.729522584053E-1
8.560890637206E2,1.816158319372E-1
8.755658533788E2,1.917192312264E-1
8.870316029180E2,2.013390764071E-1
8.962042025493E2,2.077523065276E-1
9.042497583730E2,2.153374007105E-1
9.108307874881E2,2.219606900622E-1
9.139037156454E2,2.249131254864E-1
9.204268106273E2,2.322997163954E-1
9.229950791392E2,2.352204170935E-1
9.278794662216E2,2.419987204142E-1
9.304180605480E2,2.455411094936E-1
9.356723266779E2,2.528308807563E-1
9.377624214920E2,2.559742774829E-1
9.433766483955E2,2.653445934393E-1
9.444275016215E2,2.667937526082E-1
9.505359488613E2,2.771085252405E-1
9.520011924133E2,2.797007070125E-1
9.568022245239E2,2.884063900948E-1
9.582413578408E2,2.907679035125E-1
9.629088747245E2,2.993475708146E-1
9.641661603592E2,3.014191616438E-1
9.690799764268E2,3.101432943816E-1
9.705238415925E2,3.124501359088E-1
9.765452919319E2,3.212025080235E-1
9.774872860530E2,3.225122989437E-1
9.847310934387E2,3.318242629028E-1
9.853157071502E2,3.323925606161E-1
9.936920120906E2,3.427217098274E-1
9.941558728320E2,3.432003653419E-1
1.002878309408E3,3.536022431297E-1
1.011284046625E3,3.642007417781E-1
1.018998891389E3,3.749783556879E-1
1.026039898294E3,3.848315555644E-1
1.026214072862E3,3.850784944518E-1
1.032934481064E3,3.949886690735E-1
1.033688891940E3,3.961310634563E-1
1.039318324560E3,4.055696137981E-1
1.040077850086E3,4.067598012454E-1
1.045696596171E3,4.164207053162E-1
1.046390474384E3,4.176684071338E-1
1.051140375502E3,4.273291321556E-1
1.052306111636E3,4.294227598151E-1
1.056477010359E3,4.380272771317E-1
1.057542141539E3,4.403232549091E-1
1.061164464807E3,4.494672981945E-1
1.061865327182E3,4.512395909248E-1
1.065616766753E3,4.617620922247E-1
1.066182484084E3,4.631422407163E-1
1.069035815469E3,4.730963721700E-1
1.069444592516E3,4.743407182577E-1
1.072335681853E3,4.842593629666E-1
1.072898331013E3,4.856497339773E-1
1.075258728257E3,4.951120383556E-1
1.076020741992E3,4.976071500296E-1
1.077867890930E3,5.059870948658E-1
1.078702822986E3,5.088620482423E-1
1.080491222566E3,5.178225229652E-1
1.081162520380E3,5.202834550272E-1
1.082989740615E3,5.292557088800E-1
1.083648136609E3,5.320502621442E-1
1.085340290917E3,5.409003150751E-1
1.086075089875E3,5.436745719924E-1
1.087747459473E3,5.530196504079E-1
1.088208814727E3,5.545955167710E-1
1.090090337800E3,5.649582516041E-1
1.090845235375E3,5.682289233394E-1
1.092234528102E3,5.763387032604E-1
1.092998615343E3,5.791540965237E-1
1.094384063443E3,5.872444861847E-1
1.095179944455E3,5.902599736418E-1
1.096783398752E3,5.987597031682E-1
1.097665409490E3,6.017653595823E-1
1.099530680014E3,6.103642804569E-1
1.100444491722E3,6.140014140113E-1
1.102227563542E3,6.227466783776E-1
1.103501857502E3,6.263248512301E-1
1.105480842482E3,6.337391079928E-1
1.106889223212E3,6.372108117606E-1
1.110231933208E3,6.450248970576E-1
1.112812653837E3,6.489173594512E-1
1.118119643750E3,6.552769844804E-1
1.121742775596E3,6.588521122613E-1
1.128538540409E3,6.651099176450E-1
1.133412817226E3,6.686968221034E-1
1.141082200355E3,6.740764866414E-1
1.144541500800E3,6.764951346473E-1
1.152849735201E3,6.832342735356E-1
1.155983802271E3,6.856115771312E-1
1.163741495521E3,6.930370105148E-1
1.165188041181E3,6.945507084735E-1
1.172247836361E3,7.023603158941E-1
1.183994515982E3,7.208107161654E-1
1.189727390751E3,7.352404839365E-1
1.201193140290E3,7.496702517075E-1
1.213805464783E3,7.665049807738E-1
1.228710939184E3,7.849430173701E-1
1.247056138447E3,8.057860152617E-1
1.263108187802E3,8.226207443279E-1
1.282599962018E3,8.418604346893E-1
1.298652011373E3,8.554885486953E-1
1.316997210636E3,8.731249315266E-1
1.328263616916E3,8.875810889504E-1
1.337076769413E3,8.970214273037E-1
1.346542471766E3,9.068992646902E-1
1.356447306373E3,9.163419991399E-1
1.367001129396E3,9.246856300262E-1
1.379248383470E3,9.323338291373E-1
1.393617785317E3,9.412642217746E-1
1.406390586959E3,9.490783153322E-1
1.421285536374E3,9.581048337236E-1
1.435329704846E3,9.666915509498E-1
1.448479481536E3,9.747588790209E-1
1.460668341436E3,9.823610824755E-1
1.474125400309E3,9.906535899245E-1
1.485560098922E3,9.983613692841E-1
1.497474411168E3,1.006026622964E0
1.511189333645E3,1.015997898047E0
1.523610503099E3,1.025252216757E0
1.535223868877E3,1.034023138097E0
1.547416952587E3,1.043013332471E0
1.559120602306E3,1.051719468596E0
1.570567655563E3,1.059757818666E0
1.583268388446E3,1.068509913533E0
1.595849534706E3,1.076783871370E0
1.609662185589E3,1.085122614420E0
1.623315133253E3,1.092618168089E0
1.638568278745E3,1.100216547908E0
1.652591781562E3,1.106028415518E0
1.668920027017E3,1.111489816969E0
1.684654788760E3,1.114967320725E0
1.701435652386E3,1.116664265082E0
1.717862424119E3,1.116249082634E0
1.735674562355E3,1.114759650251E0
1.751026183120E3,1.112153632100E0
1.766360432095E3,1.108180673971E0
1.781592088769E3,1.102817998562E0
1.796110496556E3,1.095789472293E0
1.809525486280E3,1.087479245811E0
1.822326588188E3,1.076346124905E0
1.830987260403E3,1.066969928212E0
1.838480072911E3,1.056891974483E0
1.844764353524E3,1.046325285526E0
1.850484737993E3,1.034382111146E0
1.854846562161E3,1.023100887624E0
1.857955692506E3,1.012315107780E0
1.860775546505E3,1.000554643271E0
1.862805365629E3,9.887503442912E-1
1.864367040205E3,9.777873570797E-1
1.865909126861E3,9.662884429489E-1
1.867205446662E3,9.547707823702E-1
1.868365460714E3,9.430764296803E-1
1.869156840821E3,9.319415740440E-1
1.870653018502E3,9.201849151004E-1
1.871344273818E3,9.086789160411E-1
1.872325094353E3,8.973363025744E-1
1.873728368851E3,8.856337202403E-1
1.874021482071E3,8.738940219014E-1
1.875442819117E3,8.621373629578E-1
1.875717869789E3,8.504517412284E-1
1.877039419322E3,8.386950822849E-1
1.877314469994E3,8.270094605555E-1
1.878636019528E3,8.152528016119E-1
1.878911070199E3,8.035671798825E-1
1.880232619733E3,7.918105209389E-1
1.880407882892E3,7.801248992095E-1
1.881416899796E3,7.686745638574E-1
1.881904695584E3,7.566826185366E-1
1.882678048809E3,7.451351247236E-1
1.883501295789E3,7.332403378636E-1
1.883825605206E3,7.220773470669E-1
1.884904570288E3,7.103747647328E-1
1.885097895995E3,6.986350663940E-1
1.885937965739E3,6.875648750057E-1
1.886694496200E3,6.763090848007E-1
