#' @name sglux_custom_UVA1.data
#' @note
#' Custom-made UVA1 sensor from sglux.
#' pre-amplified light detector with cosine diffuser.
#' Manufacturer: sglux GmbH, Max-Planck-Str. 3, D-12489 Berlin.
#' Digitized with 'enguage' from manufacturers' documentation.
#' This are approximate data, both because of the digitizing
#' process, and because they are values for a particular sensor unit.
#  Other sensor units with identical configuration
#' are expected to differ to some degree in spectral response.
#'
#' @references
#' sglux TOCON selection guide Ver 5.0
#' \url{http://www.sglux.de/}
#'
w.length,s.e.response
3.829881720970E2;6.881133477244E-1
3.832580486597E2;6.449436810968E-1
3.832613559705E2;6.593370977708E-1
3.835312325331E2;6.161674311432E-1
3.835346868355E2;6.312005552250E-1
3.837295241905E2;5.997026089568E-1
3.838037549444E2;5.845124978549E-1
3.840020466018E2;5.680476756685E-1
3.840727863054E2;5.376645136328E-1
3.840762773557E2;5.528575645666E-1
3.843487997670E2;5.212026312782E-1
3.843684966403E2;5.054507183123E-1
3.846180148675E2;4.751542813158E-1
3.846213221783E2;4.895476979899E-1
3.848905372788E2;4.434993480275E-1
3.848938445896E2;4.578927647015E-1
3.851630596900E2;4.118444147391E-1
3.851663670009E2;4.262378314132E-1
3.854355821013E2;3.801894814508E-1
3.854388894122E2;3.945828981248E-1
3.857081045126E2;3.485345481624E-1
3.857114118234E2;3.629279648365E-1
3.859806269239E2;3.168796148741E-1
3.859839342347E2;3.312730315482E-1
3.862538107974E2;2.881033649206E-1
3.862571181082E2;3.024967815946E-1
3.865303019817E2;2.737205316411E-1
3.867946571726E2;2.572582083117E-1
3.868028243929E2;2.420655983528E-1
3.870760082664E2;2.132893483992E-1
3.870793155772E2;2.276827650733E-1
3.873518379885E2;1.960278317850E-1
3.876283291728E2;1.816449985055E-1
3.878266208302E2;1.651801763191E-1
3.879008515841E2;1.499900652172E-1
3.881766813062E2;1.327285486029E-1
3.884525110283E2;1.154670319886E-1
3.887290022126E2;1.010841987092E-1
3.890054933968E2;8.670136542971E-2
3.894835835493E2;7.024712663789E-2
3.898376127983E2;5.506759893060E-2
3.903163644130E2;4.149204347359E-2
3.909387176259E2;2.712229244580E-2
3.920894780506E2;1.233273343169E-2
3.933283801460E2;5.686714394370E-3
4.252297814089E2;5.275737690670E-3
