#' @name Skye_SKU440a.spct
#'
#' @title Skye UVI Sensor Sensor SKU440 V. 3
#'
#' @note
#' Spectral data digitized from figure in manufacturer's manual.
#' This is typical measured data, and for specific sensor units the
#' calibration data supplied with the sensor must be used as individual
#' may differ in their spectral response. Furthermore, the digigitizing
#' process from figures with a linear scale is prone to errors, which
#' are specially noticeable in regions of low responsivity.
#'
#' Manufacturer: Skye Instruments, Llandrindod Wells, Powys, UK
#' \url{http://www.skyeinstruments.com/}
#'
#' @references
#' Manufacturer's 'SKU 440 UV Index Sensor' V. 3 brochure, not dated, dowloaded on 2015-01-24
#'
w.length,s.e.response
3.009128838445E2,4.541585763061E1
3.008858969385E2,4.567539541976E1
3.008685535436E2,4.585414545457E1
3.008175002733E2,4.627557631257E1
3.007803885918E2,4.650479971037E1
3.008851022974E2,4.567539541976E1
3.008449546647E2,4.607176152755E1
3.008226823167E2,4.622691040881E1
3.007197984724E2,4.687512864285E1
3.006982835249E2,4.701428896075E1
3.006806276855E2,4.715136951114E1
3.006617478012E2,4.729673109135E1
3.006323688595E2,4.751182074548E1
3.005684235393E2,4.793188056235E1
3.005010518263E2,4.841254480430E1
3.004734129759E2,4.863634087794E1
3.004616168323E2,4.876553526341E1
3.004530194001E2,4.896933259262E1
3.004158522371E2,4.925435881493E1
3.003972205893E2,4.939073775239E1
3.003679325998E2,4.958113695463E1
3.004639416067E2,4.877988849572E1
3.004437958303E2,4.893226693398E1
3.004121413748E2,4.921641413449E1
3.003920154657E2,4.939757540001E1
3.003597851734E2,4.963530267150E1
3.003322096101E2,4.985130268294E1
3.003132407546E2,5.002130518382E1
3.002751910535E2,5.035265191026E1
3.002314615543E2,5.098360832254E1
3.002061783300E2,5.124873292448E1
3.001855074060E2,5.141115749591E1
3.001586516941E2,5.160297138970E1
3.001216201203E2,5.181828700659E1
3.000885860717E2,5.200008821958E1
3.000666211539E2,5.213112183742E1
3.000184755257E2,5.242892303898E1
2.999776281687E2,5.271744688161E1
2.999293772750E2,5.306145129723E1
2.999054697574E2,5.324849348219E1
2.998712998309E2,5.352212067480E1
2.998380327443E2,5.378434731221E1
2.998034315977E2,5.403062021454E1
2.997816034828E2,5.416702428580E1
2.997499782180E2,5.429997011329E1
2.997102158525E2,5.445716720847E1
2.997746779056E2,5.421181490050E1
2.997452076612E2,5.432352629415E1
2.996005415023E2,5.489156787611E1
2.995524652617E2,5.507242230253E1
2.995215642849E2,5.520892046226E1
2.994927740330E2,5.536396925999E1
2.994728663799E2,5.547661374752E1
2.994476583302E2,5.563252570756E1
2.994168433801E2,5.582102628440E1
2.993506611660E2,5.639689992016E1
2.992775424612E2,5.705725951974E1
2.992461651673E2,5.728123500936E1
2.992221447957E2,5.745097273595E1
2.992049033957E2,5.757719009635E1
2.991880854858E2,5.769791371543E1
2.991658717004E2,5.784455908220E1
2.991219271450E2,5.815165902430E1
2.990939396180E2,5.834214588118E1
2.990554563843E2,5.859058907868E1
2.990006338346E2,5.895161034507E1
2.989766135685E2,5.911259477238E1
2.989431027114E2,5.933405647533E1
2.989209902472E2,5.946339914127E1
2.988981206268E2,5.959654469960E1
2.989230756955E2,5.945980355723E1
2.989037176421E2,5.957757652410E1
2.988754370537E2,5.971543601958E1
2.988416173962E2,5.986562191537E1
2.988005016366E2,6.003860382977E1
2.987658797187E2,6.017764845634E1
2.987198888990E2,6.036347196850E1
2.986871008408E2,6.050910318686E1
2.986594916365E2,6.064215221191E1
2.986219154563E2,6.084151414206E1
2.986421126837E2,6.072842310839E1
2.986217365626E2,6.084136278382E1
2.985613343090E2,6.117276429010E1
2.985408552346E2,6.128668738733E1
2.985195370698E2,6.140578159875E1
2.984991527098E2,6.152229090409E1
2.984283195577E2,6.193874989318E1
2.983687089217E2,6.226841010422E1
2.983250890607E2,6.249047742915E1
2.982924371613E2,6.265752936907E1
2.982556703073E2,6.284497595444E1
2.983579143741E2,6.232054431301E1
2.983304508258E2,6.246169248603E1
2.982822978605E2,6.270569330792E1
2.982254944136E2,6.302173236374E1
2.981996617367E2,6.317828252672E1
2.981196274551E2,6.367914665886E1
2.981015026855E2,6.379824288364E1
2.980674014191E2,6.398808066211E1
2.980404129337E2,6.412630442020E1
2.980790055846E2,6.391802497056E1
2.981058221938E2,6.376821856265E1
2.980778715164E2,6.392612086355E1
2.980400155477E2,6.412585533533E1
2.980091093870E2,6.428223585308E1
2.979699748673E2,6.447757104672E1
2.979359902885E2,6.460986738613E1
2.979128120682E2,6.473656968666E1
2.978559480612E2,6.495143843416E1
2.978192007876E2,6.507715693416E1
2.977479210562E2,6.525856184189E1
2.976439366543E2,6.558509885957E1
2.975909581079E2,6.575909835921E1
2.978308654663E2,6.503781251256E1
2.975567785732E2,6.590740928364E1
2.975113562734E2,6.610042083612E1
2.974837337912E2,6.621973780275E1
2.974554258662E2,6.634477423971E1
2.974162839899E2,6.650271190137E1
2.973719663398E2,6.667997924681E1
2.973295233198E2,6.685710639219E1
2.972957058200E2,6.699180757789E1
2.972677477188E2,6.710113542470E1
2.972422814955E2,6.721011019869E1
2.971818458051E2,6.741996167098E1
2.971506803828E2,6.752570471780E1
2.970901257762E2,6.773725467810E1
2.971640016159E2,6.748028847280E1
2.970986279632E2,6.770115464314E1
2.969588585812E2,6.831544468531E1
2.969269785076E2,6.848448091140E1
2.968675875347E2,6.879677123263E1
2.968314864972E2,6.896493389018E1
2.968060316682E2,6.908746848428E1
2.967712655768E2,6.924651842279E1
2.967416802996E2,6.938381680859E1
2.968892068463E2,6.868002794950E1
2.968252837345E2,6.899107911706E1
2.966730107657E2,6.968024725217E1
2.966225927059E2,6.989980269920E1
2.965985659654E2,7.000739543127E1
2.965719565782E2,7.012142822579E1
2.965477712364E2,7.024205694728E1
2.965717390141E2,7.012088240710E1
2.965474430503E2,7.024127853350E1
2.965121763200E2,7.043517592033E1
2.964794477329E2,7.062635389585E1
2.964317228951E2,7.098325389140E1
