#' @name Analytik_Jena_UVX36.spct
#' @title Analytik Jena UVX-36 UV-A sensor
#' @note
#' Digitized with 'DigitizeIt' from manufacturers product manual. This are approximate
#' data, both because of the digitizing process, and because they are
#' either typical values or for a particular sensor unit. Individual sensor units
#' are expected to differ to some degree in spectral response.
#'
#' Manufacturer: Analytik Jena US LLC, Upland, CA, USA (former UVP)
#' \url{https://www.analytik-jena.us/} or \url{www.uvp.com}
#'
#' @references Product manual: 'UVP UVX Radiometer: Instruction Guide'
#'
w.length,s.e.response
3.035718270680E2,-1.979238698729E0
3.036080981561E2,-1.976815385858E0
3.036711605313E2,-1.972947799426E0
3.037813918349E2,-1.966546858496E0
3.038514381394E2,-1.962426283324E0
3.038908967574E2,-1.960148598325E0
3.039514697561E2,-1.956774151195E0
3.039949672585E2,-1.954318658843E0
3.040273749321E2,-1.952276708350E0
3.040867254490E2,-1.948559534364E0
3.042375662175E2,-1.939639579395E0
3.042866430589E2,-1.936871705881E0
3.043479688051E2,-1.933394483193E0
3.044496086374E2,-1.927506172892E0
3.044918525277E2,-1.925254796037E0
3.045606899500E2,-1.921435795958E0
3.046195907386E2,-1.917720511446E0
3.046624120232E2,-1.915051556235E0
3.047202717927E2,-1.911531409716E0
3.047598850030E2,-1.909138475013E0
3.047992956123E2,-1.906525137810E0
3.048485135649E2,-1.903371923955E0
3.048974304874E2,-1.900470859058E0
3.049552929610E2,-1.897162557322E0
3.050927285181E2,-1.889563794740E0
3.051805372687E2,-1.883850630570E0
3.052280149995E2,-1.880989131007E0
3.052689265872E2,-1.878596779413E0
3.053035759365E2,-1.876539136873E0
3.053372692994E2,-1.874568150268E0
3.053822087082E2,-1.872018434871E0
3.054469377835E2,-1.868476434412E0
3.055380216972E2,-1.863775806753E0
3.055940309955E2,-1.860824316311E0
3.056010799556E2,-1.860401831560E0
3.056748746328E2,-1.856609960313E0
3.057084180432E2,-1.854910387480E0
3.057786203395E2,-1.851259830086E0
3.058657895498E2,-1.846623759731E0
3.059188440733E2,-1.843424227935E0
3.059659839380E2,-1.840460770595E0
3.060148648485E2,-1.837342285306E0
3.060551851474E2,-1.834805120951E0
3.062294914417E2,-1.825422699083E0
3.062821604370E2,-1.822485982236E0
3.063532995925E2,-1.818548032478E0
3.064279723894E2,-1.814290262674E0
3.065037968194E2,-1.810009106403E0
3.065466630104E2,-1.807680321295E0
3.066759523019E2,-1.800881108860E0
3.067174274670E2,-1.798765022150E0
3.068282088807E2,-1.792931206103E0
3.069437364142E2,-1.785884604465E0
3.070469147038E2,-1.779869968989E0
3.071938330873E2,-1.771799856638E0
3.072422425555E2,-1.769396924936E0
3.073010086476E2,-1.766412774583E0
3.073550917006E2,-1.763327442059E0
3.074268046716E2,-1.758594666364E0
3.074624797080E2,-1.756103782960E0
3.074978264509E2,-1.753791547209E0
3.075753532605E2,-1.749081339020E0
3.076131764403E2,-1.746996194217E0
3.076529162640E2,-1.744916445128E0
3.077055957202E2,-1.742188461767E0
3.078069442436E2,-1.736727378056E0
3.078425225904E2,-1.734752099147E0
3.078785078590E2,-1.732565121094E0
3.079334374258E2,-1.729230150057E0
3.079747081255E2,-1.726781296845E0
3.080241550730E2,-1.723894792590E0
3.080920481360E2,-1.720079010660E0
3.081424535224E2,-1.717210037023E0
3.081976978935E2,-1.714102460147E0
3.082606724333E2,-1.710425779653E0
3.083048630467E2,-1.707787144647E0
3.083598615182E2,-1.704486208752E0
3.084383405011E2,-1.699923456087E0
3.084810414569E2,-1.697475113269E0
3.086550510826E2,-1.687647411014E0
3.087035981720E2,-1.684903468523E0
3.087580209896E2,-1.681780940888E0
3.088759086716E2,-1.674752802146E0
3.089102867207E2,-1.672652420247E0
3.089612815698E2,-1.669469369506E0
3.090182892931E2,-1.665966943555E0
3.090586937555E2,-1.663500994760E0
3.091067836272E2,-1.660591867216E0
3.091857516191E2,-1.655909981392E0
3.092326372749E2,-1.653105257447E0
3.092852544671E2,-1.649952370390E0
3.093432487089E2,-1.646481430433E0
3.093845194086E2,-1.644032577221E0
3.094339663561E2,-1.641146072966E0
3.095018594192E2,-1.637330291036E0
3.095522648056E2,-1.634461317399E0
3.096075091767E2,-1.631353740524E0
3.096704837164E2,-1.627677060029E0
3.097146743298E2,-1.625038425023E0
3.097794268312E2,-1.621110781172E0
