AS7343-F8 x,AS7343-F8 y
3.499975902900E2,1.226171675156E-3
5.662172557481E2,3.681017416643E-3
6.185799578770E2,5.238709310689E-3
6.298890235855E2,4.546844762773E-3
6.370497515807E2,5.973870632554E-3
6.400778571377E2,5.956734005005E-3
6.431051375977E2,6.359444752413E-3
6.461332431547E2,6.342308124864E-3
6.491605236147E2,6.745018872273E-3
6.521886291717E2,6.727882244723E-3
6.639965906501E2,7.500744147197E-3
6.670224271906E2,8.638187800782E-3
6.700299933358E2,9.313907873888E-3
6.729516192234E2,1.117616994258E-2
6.759645325203E2,1.338661808996E-2
6.790414111255E2,1.649420133075E-2
6.818726043648E2,1.963999449080E-2
6.845646641690E2,2.360426868391E-2
6.871112937719E2,2.911478690102E-2
6.895204109932E2,3.447042735788E-2
6.916385738425E2,4.051188662680E-2
6.935416548896E2,4.707365432104E-2
6.953643606955E2,5.399574205031E-2
6.973263414799E2,6.213678461815E-2
6.987824545965E2,7.017970282263E-2
7.001241599432E2,7.914687245352E-2
7.012796671990E2,8.732310086987E-2
7.023888396988E2,9.523052564254E-2
7.034799969285E2,1.036225375210E-1
7.044755097134E2,1.120124250016E-1
7.055261214121E2,1.211717955959E-1
7.063019205972E2,1.291556623929E-1
7.071187345870E2,1.377078340765E-1
7.078441997926E2,1.457382184020E-1
7.086323478049E2,1.539731712188E-1
7.096210999522E2,1.633115749444E-1
7.103819927553E2,1.721164685327E-1
7.111592513304E2,1.814213321551E-1
7.116289480442E2,1.895916120536E-1
7.121167221150E2,1.980329380629E-1
7.126608047506E2,2.062307865110E-1
7.132492088404E2,2.149881744096E-1
7.138350276266E2,2.250610840831E-1
7.142967484039E2,2.340798412531E-1
7.147419363024E2,2.431651670810E-1
7.152969892886E2,2.515588800417E-1
7.158837431847E2,2.611559626902E-1
7.164695619709E2,2.712288723637E-1
7.169312827481E2,2.802476295337E-1
7.173424044591E2,2.893331481486E-1
7.178771686568E2,2.980995863286E-1
7.182173371928E2,3.063738105836E-1
7.185862439296E2,3.147195953325E-1
7.188443509054E2,3.229995320234E-1
7.193767633314E2,3.327333710800E-1
7.199267307986E2,3.425913142563E-1
7.202483956775E2,3.514534230148E-1
7.206810859367E2,3.599965227411E-1
7.211231083854E2,3.686060447499E-1
