AS7343-F8 x,AS7343-F8 y
7.214093986679E2,3.770106085279E-1
7.220002413774E2,3.896631899499E-1
7.222855598792E2,3.934261648714E-1
7.224320876312E2,3.983147538182E-1
7.225718684973E2,4.018213987078E-1
7.227953838047E2,4.068582462589E-1
7.228581771153E2,4.102166325442E-1
7.230816924227E2,4.152534800953E-1
7.231444857334E2,4.186118663806E-1
7.233680010408E2,4.236487139317E-1
7.234307943514E2,4.270071002170E-1
7.236896375570E2,4.320437478408E-1
7.237171029695E2,4.354023340534E-1
7.240034115875E2,4.437975678898E-1
7.240083621688E2,4.412784836400E-1
7.242897202056E2,4.521928017262E-1
7.242946707869E2,4.496737174764E-1
7.245760288236E2,4.605880355626E-1
7.245809794049E2,4.580689513128E-1
7.248623374417E2,4.689832693990E-1
7.248672880230E2,4.664641851493E-1
7.251486460598E2,4.773785032354E-1
7.251535966410E2,4.748594189857E-1
7.254344596197E2,4.860256454968E-1
7.254399052591E2,4.832546528221E-1
7.257262138772E2,4.916498866585E-1
7.258460189267E2,4.953165013712E-1
7.260115873854E2,5.005209475198E-1
7.263075771402E2,5.039899721567E-1
7.264536098341E2,5.091304695285E-1
7.265933907001E2,5.126371144181E-1
7.268863000933E2,5.176735692548E-1
7.269814858234E2,5.215165905876E-1
7.271716736015E2,5.265446301162E-1
7.274676633563E2,5.300136547531E-1
7.276906836056E2,5.353024107292E-1
7.277534769162E2,5.386607970145E-1
7.280463863094E2,5.436972518512E-1
7.282391593910E2,5.474097696049E-1
7.284591582141E2,5.519430757162E-1
7.286272545143E2,5.562892457745E-1
7.289218141012E2,5.604860058613E-1
7.292130733005E2,5.663621554479E-1
7.292434789801E2,5.693481146198E-1
7.294993819186E2,5.747573892843E-1
7.297939415054E2,5.789541493712E-1
7.300060773517E2,5.833612972625E-1
7.302350288443E2,5.880394984048E-1
7.304749460218E2,5.928700803774E-1
7.306684341874E2,5.962187304062E-1
7.309606284966E2,6.016190529679E-1
7.312542529737E2,6.062916400797E-1
7.315464472828E2,6.116919626414E-1
7.318400717599E2,6.163645497531E-1
7.321360615147E2,6.198335743900E-1
7.324284758497E2,6.251219376518E-1
7.326228991251E2,6.279947606555E-1
7.330256213825E2,6.337113389986E-1
7.333138048041E2,6.368725231623E-1
7.338009459322E2,6.421277964123E-1
7.341266897611E2,6.455896552867E-1
7.345890939445E2,6.503627492291E-1
7.349925773702E2,6.548512833508E-1
7.353889234623E2,6.595322857708E-1
7.357103674559E2,6.628892083024E-1
7.362792029980E2,6.687637870316E-1
7.366760488140E2,6.725026395997E-1
7.372644589201E2,6.774736960165E-1
7.376614891141E2,6.807747948789E-1
7.384068773808E2,6.857753682016E-1
7.389149749875E2,6.886214254252E-1
7.398638364019E2,6.937241418885E-1
7.405188480745E2,6.967146466018E-1
7.418395194261E2,7.006403657631E-1
7.428253114975E2,7.019694952612E-1
7.448507219567E2,6.985241112651E-1
7.456927038570E2,6.956454230465E-1
7.466435130893E2,6.915025923346E-1
7.473498716542E2,6.877480000801E-1
7.480302759017E2,6.835039603552E-1
7.486905198455E2,6.792462621035E-1
7.492125843452E2,6.752604664823E-1
7.499440345319E2,6.697134037269E-1
7.503395758271E2,6.670998102962E-1
7.510743904118E2,6.613388086463E-1
7.514129196407E2,6.582337221169E-1
7.520833190428E2,6.530885210978E-1
7.524218482718E2,6.499834345685E-1
7.533127133970E2,6.438450241977E-1
7.535655974059E2,6.414278314793E-1
7.542460774373E2,6.347835516884E-1
7.543853295211E2,6.330563271119E-1
7.551894641947E2,6.259874230261E-1
7.553475271367E2,6.242650068206E-1
7.561286618255E2,6.158912218197E-1
7.561401444237E2,6.164684405577E-1
7.569625212691E2,6.078211911924E-1
7.570173983972E2,6.077175859983E-1
7.579476628809E2,5.995683725912E-1
7.580339930623E2,5.988376576122E-1
7.588963835048E2,5.911688151565E-1
7.591154770679E2,5.897019021576E-1
7.597935713715E2,5.829850241832E-1
7.600126649346E2,5.815181111843E-1
7.608095567637E2,5.741603563208E-1
7.609305194045E2,5.735998814960E-1
7.616167470788E2,5.651391663616E-1
7.616945822985E2,5.645121606205E-1
7.625112632169E2,5.565085856818E-1
7.634387066959E2,5.481668770305E-1
7.635188172185E2,5.478495423896E-1
7.643636403007E2,5.397647885430E-1
7.644185174288E2,5.396611833490E-1
7.654902110487E2,5.316347899196E-1
7.657490851954E2,5.301438829221E-1
7.667916609171E2,5.218620833597E-1
7.668331560870E2,5.211694412749E-1
7.680367799153E2,5.130550006012E-1
7.688722831680E2,5.055854023819E-1
7.691311573147E2,5.040944953844E-1
7.699516171195E2,4.976455999236E-1
7.702045011284E2,4.952284072051E-1
7.711832332872E2,4.883415575730E-1
7.715575265914E2,4.857786210107E-1
7.725571658430E2,4.795343011815E-1
7.731221509330E2,4.763622910214E-1
7.739302334660E2,4.708614437784E-1
7.741938445529E2,4.683358975920E-1
7.748658941487E2,4.623510018230E-1
7.751187781576E2,4.599338091046E-1
7.758160611479E2,4.537351838888E-1
7.760732695484E2,4.508601382236E-1
7.766119546753E2,4.454791045682E-1
7.768650940712E2,4.423205214998E-1
7.774430858968E2,4.371158659035E-1
7.776962252927E2,4.339572828351E-1
7.782061081537E2,4.290162473926E-1
7.784180868387E2,4.257075369265E-1
7.788917213028E2,4.205242974395E-1
7.791961851218E2,4.168152133865E-1
7.797004443909E2,4.117702487181E-1
7.799608575725E2,4.078759001257E-1
7.803801500346E2,4.031736214266E-1
7.806792536706E2,3.994405766962E-1
7.810275072966E2,3.947731037967E-1
7.812781112222E2,3.905200784495E-1
7.816243961326E2,3.863728717773E-1
7.819002342713E2,3.821197036248E-1
7.822623747934E2,3.776085435445E-1
7.825113904076E2,3.728797054528E-1
7.828558669806E2,3.683686453362E-1
7.830270986490E2,3.640572911929E-1
7.835115714728E2,3.582887096454E-1
7.835369294503E2,3.556575518515E-1
7.840621654979E2,3.490490542060E-1
7.841623528868E2,3.455777875270E-1
7.845387607092E2,3.402268612942E-1
7.847877763234E2,3.354980232025E-1
7.850957677999E2,3.309339894860E-1
7.854131997599E2,3.254182588780E-1
7.857115822957E2,3.225336503626E-1
7.860259442077E2,3.166540734505E-1
7.863243267435E2,3.137694649351E-1
7.866417587035E2,3.082537343271E-1
7.869497501801E2,3.036897006106E-1
7.871987657942E2,2.989608625189E-1
7.875845522179E2,2.939737468890E-1
7.878351561435E2,2.897207215417E-1
7.882083254606E2,2.847336773144E-1
7.884589293863E2,2.804806519671E-1
7.888210699085E2,2.759694918868E-1
7.889620205212E2,2.716583091098E-1
7.894162122894E2,2.658898989286E-1
7.895037825719E2,2.624187036522E-1
7.900416357260E2,2.558101346041E-1
7.900989249528E2,2.523391106940E-1
7.904627156688E2,2.469882558638E-1
7.907133195944E2,2.427352305165E-1
7.910323398659E2,2.376953126530E-1
7.912749850446E2,2.342820177569E-1
7.916387757605E2,2.289311629267E-1
7.917389631494E2,2.254598962477E-1
7.922322679477E2,2.196912647184E-1
7.923243350081E2,2.164999391310E-1
7.928879724399E2,2.096113290276E-1
7.929133304174E2,2.069801712337E-1
7.935133958764E2,1.995315647031E-1
7.935387538539E2,1.969004069092E-1
7.941388193130E2,1.894518003786E-1
7.941531484955E2,1.872965267318E-1
7.946519505018E2,1.793726715374E-1
7.947164641394E2,1.780036192222E-1
7.950945840379E2,1.704974907452E-1
7.950962342316E2,1.696577959953E-1
7.954568565755E2,1.607830793200E-1
7.954760043238E2,1.613119727683E-1
7.960330114145E2,1.520191009601E-1
7.963649410143E2,1.436203683955E-1
7.963696612561E2,1.431445199498E-1
7.968981976913E2,1.348566328045E-1
7.969093309985E2,1.343275679899E-1
7.973017181972E2,1.259816733603E-1
7.973033683910E2,1.251419786104E-1
7.976273392438E2,1.175829764971E-1
7.976639907349E2,1.162672619352E-1
7.981214828906E2,1.088194622542E-1
7.981859965282E2,1.074504099390E-1
7.985641164267E2,9.994428146193E-2
7.985657666204E2,9.910458671201E-2
7.990084001565E2,9.022940591978E-2
7.990662188205E2,9.034103676774E-2
7.995088523566E2,8.146585597551E-2
8.000579007002E2,7.301271461851E-2
8.005344959116E2,6.419052170672E-2
8.007105922136E2,6.318190265074E-2
8.012210272265E2,5.527722441365E-2
8.013327152626E2,5.478152782607E-2
8.018731159034E2,4.687668000777E-2
8.019754107272E2,4.618510998223E-2
8.026222179247E2,3.806449060230E-2
8.041904089548E2,2.548810211722E-2
8.057808263051E2,1.786617605295E-2
8.082661327105E2,1.242214557064E-2
8.110066461654E2,8.942934160701E-3
8.209055511927E2,7.417464897482E-3
8.311994598925E2,8.198895113730E-3
8.411782801367E2,7.953493847050E-3
8.505442787089E2,-6.277370977775E-4
8.605818044138E2,1.177624579397E-4
8.707506881524E2,4.470494442845E-5
8.811073127282E2,-2.556746897198E-5
8.914028716218E2,-8.383200263962E-5
9.015466970443E2,-9.652732572852E-5
1.000002409710E3,-1.226171675156E-3
