AS7343-F7 x,AS7343-F7 y
6.541714469921E2,2.304368441453E-1
6.546331677693E2,2.394556013154E-1
6.550909762122E2,2.478970969059E-1
6.556343437639E2,2.564588130789E-1
6.560977147349E2,2.646378754991E-1
6.565104866396E2,2.728836993640E-1
6.568308614452E2,2.812787404134E-1
6.572594511448E2,2.898218633455E-1
6.576715079655E2,2.984315549354E-1
6.579568814738E2,3.073026157968E-1
6.585073439991E2,3.169086505482E-1
6.588290088781E2,3.257707593067E-1
6.591153174961E2,3.341659931431E-1
6.594710201999E2,3.425608342651E-1
6.599900302040E2,3.513186148781E-1
6.603823005139E2,3.607516600155E-1
6.611034296882E2,3.741342636752E-1
6.611508315040E2,3.769784297495E-1
6.614420907034E2,3.828545793362E-1
6.615389266273E2,3.858579059191E-1
6.619361023347E2,3.921345058503E-1
6.620246091021E2,3.946068785095E-1
6.623142181077E2,4.013227228461E-1
6.623480009955E2,4.033162847010E-1
6.625955761444E2,4.122370409322E-1
6.626005267257E2,4.097179566825E-1
6.628802345687E2,4.214719695185E-1
6.628851851500E2,4.189528852688E-1
6.631632427992E2,4.315465928548E-1
6.631703386324E2,4.279359054301E-1
6.634495514173E2,4.399418266912E-1
6.634561521923E2,4.365830476915E-1
6.637342098416E2,4.491767552775E-1
6.637424608104E2,4.449782815279E-1
6.640188682659E2,4.584116838638E-1
6.640271192347E2,4.542132101143E-1
6.643035266902E2,4.676466124502E-1
6.643134278527E2,4.626084439507E-1
6.645656702833E2,4.710038705741E-1
6.645881851145E2,4.768815410365E-1
6.648503287076E2,4.802387991604E-1
6.648728435387E2,4.861164696228E-1
6.651349871319E2,4.894737277468E-1
6.651575019630E2,4.953513982091E-1
6.654196455562E2,4.987086563331E-1
6.654421603873E2,5.045863267954E-1
6.656706262760E2,5.071040900968E-1
6.657284690054E2,5.129815606318E-1
6.658799473387E2,5.153510653289E-1
6.660147776234E2,5.213767944683E-1
6.661662559567E2,5.237462991653E-1
6.663010862415E2,5.297720283047E-1
6.664525645748E2,5.321415330017E-1
6.665873948595E2,5.381672621411E-1
6.667388731928E2,5.405367668382E-1
6.668737034776E2,5.465624959775E-1
6.670251818109E2,5.489320006746E-1
6.671600120957E2,5.549577298139E-1
6.673114904290E2,5.573272345110E-1
6.674463207137E2,5.633529636503E-1
6.675678334191E2,5.657226379286E-1
6.677326293318E2,5.717481974867E-1
6.678824574713E2,5.749573969337E-1
6.680189379498E2,5.801434313231E-1
6.682457536448E2,5.835008893744E-1
6.683052465679E2,5.885386651595E-1
6.685320622628E2,5.918961232108E-1
6.685915551859E2,5.969338989959E-1
6.688536987791E2,6.002911571199E-1
6.688778638040E2,6.053291328323E-1
6.691400073971E2,6.086863909563E-1
6.691641724220E2,6.137243666687E-1
6.694263160152E2,6.170816247927E-1
6.694504810401E2,6.221196005051E-1
6.697126246332E2,6.254768586291E-1
6.697351394644E2,6.313545290914E-1
6.699636053531E2,6.338722923928E-1
6.700197978887E2,6.405894576778E-1
6.702290057870E2,6.429707144802E-1
6.703061065067E2,6.489846915142E-1
6.705005297821E2,6.518575145179E-1
6.705907649310E2,6.582196201005E-1
6.707622190809E2,6.604291549744E-1
6.709772098606E2,6.679387910199E-1
6.711737783879E2,6.697200108488E-1
6.713611058301E2,6.762035212772E-1
6.714595919478E2,6.783671531102E-1
6.717459005658E2,6.867623869466E-1
6.717492009534E2,6.850829974468E-1
6.720322091839E2,6.951576207830E-1
6.720355095714E2,6.934782312832E-1
6.723218181895E2,7.018734651196E-1
6.724932723393E2,7.040829999935E-1
6.728075006642E2,7.106224377100E-1
6.729059867819E2,7.127860695430E-1
6.731955957875E2,7.195019138796E-1
6.733670499373E2,7.217114487535E-1
6.737792693218E2,7.306664267279E-1
6.737814145737E2,7.295748235530E-1
6.743667383018E2,7.398996416515E-1
6.743693786119E2,7.385561300516E-1
6.749547023399E2,7.488809481501E-1
6.749568475918E2,7.477893449752E-1
6.755433264556E2,7.575263767487E-1
6.755459667656E2,7.561828651488E-1
6.762368771103E2,7.643703862287E-1
6.764341010494E2,7.665059695846E-1
6.772542129711E2,7.729214231207E-1
6.774751081048E2,7.742471758702E-1
6.786349995063E2,7.804982673874E-1
6.791601592653E2,7.827944340338E-1
6.804816138040E2,7.870553565103E-1
6.813642474420E2,7.899052919159E-1
6.828202409032E2,7.937596050622E-1
6.839804739669E2,7.965045082416E-1
6.855869832711E2,7.983342277865E-1
6.870606063024E2,7.983538777861E-1
6.886931875222E2,7.963637141856E-1
6.897459657142E2,7.943701676312E-1
6.910733824783E2,7.903541573135E-1
6.917058192384E2,7.877115669410E-1
6.929578460000E2,7.821397663077E-1
6.934621067098E2,7.792707863966E-1
6.944925151993E2,7.736950418909E-1
6.950250808576E2,7.706941511572E-1
6.958438904686E2,7.650849504463E-1
6.961442388304E2,7.620560515270E-1
6.967940574677E2,7.564691325121E-1
6.970512658683E2,7.535940868469E-1
6.976386980136E2,7.477129645781E-1
6.978430903911E2,7.450544701231E-1
6.983264593613E2,7.390450683817E-1
6.985239536915E2,7.369387894241E-1
6.990688849737E2,7.304200966322E-1
6.992208016397E2,7.277514863818E-1
6.996910080227E2,7.220197218076E-1
6.998858847330E2,7.180353612939E-1
7.002303613061E2,7.135243011773E-1
7.005141547538E2,7.090751614082E-1
7.008524843551E2,7.051239263526E-1
7.011362778029E2,7.006747865836E-1
7.014746074042E2,6.967235515279E-1
7.017584008519E2,6.922744117589E-1
7.020299643011E2,6.882703744696E-1
7.023473962611E2,6.827546438617E-1
7.026457787969E2,6.798700353463E-1
7.029601407089E2,6.739904584341E-1
7.032585232447E2,6.711058499187E-1
7.035759552047E2,6.655901193107E-1
7.038839466812E2,6.610260855942E-1
7.040248972940E2,6.567149028172E-1
7.042873626749E2,6.522043068176E-1
7.045253494941E2,6.479513528729E-1
7.048380612124E2,6.429114707107E-1
7.050760480315E2,6.386585167660E-1
7.052304484110E2,6.345655760811E-1
7.054684352302E2,6.303126221364E-1
7.057811469485E2,6.252727399742E-1
7.060191337676E2,6.210197860295E-1
7.061067679951E2,6.168740431110E-1
7.064131711601E2,6.118341966500E-1
7.066829228341E2,6.081100647510E-1
7.067737935040E2,6.029594799748E-1
7.070435451780E2,5.992353480758E-1
7.073499483430E2,5.941955016148E-1
7.075847606019E2,5.896318820335E-1
7.076865981846E2,5.853209206046E-1
7.079945896611E2,5.807568868880E-1
7.083009928261E2,5.757170404271E-1
7.086010255556E2,5.719927371618E-1
7.088500411698E2,5.672638990701E-1
7.091532697746E2,5.619133869725E-1
7.092424283685E2,5.589180044405E-1
7.095567902805E2,5.530384275283E-1
7.096459488744E2,5.500430449964E-1
7.098824113271E2,5.446397306651E-1
7.101792055514E2,5.412793094053E-1
7.102558728661E2,5.362939431395E-1
7.104985180447E2,5.328806482434E-1
7.105878024659E2,5.278952105749E-1
7.108257892851E2,5.236422566303E-1
7.108944978527E2,5.194966208156E-1
7.111467519722E2,5.144039007184E-1
7.112264274526E2,5.110978882511E-1
7.114660644655E2,5.060052395565E-1
7.115457399459E2,5.026992270892E-1
7.117853769588E2,4.976065783946E-1
7.118524353327E2,4.943006373299E-1
7.121046894522E2,4.892079172327E-1
7.121860151263E2,4.850622100154E-1
7.124240019455E2,4.808092560708E-1
7.125053276197E2,4.766635488535E-1
7.127433144388E2,4.724105949089E-1
7.128262903068E2,4.674251929417E-1
7.130642771259E2,4.631722389970E-1
7.131472529939E2,4.581868370299E-1
7.133852398130E2,4.539338830852E-1
7.134682156810E2,4.489484811180E-1
7.137062025001E2,4.446955271734E-1
7.137749110678E2,4.405498913587E-1
7.140271651872E2,4.354571712615E-1
7.140958737549E2,4.313115354469E-1
7.143481278743E2,4.262188153497E-1
7.144294535485E2,4.220731081325E-1
7.146674403677E2,4.178201541878E-1
7.147361489354E2,4.136745183732E-1
7.149884030548E2,4.085817982760E-1
7.150554614287E2,4.052758572112E-1
7.153077155481E2,4.001831371140E-1
7.153873910285E2,3.968771246467E-1
7.156270280414E2,3.917844759521E-1
7.157100822936E2,3.885568150021E-1
7.162640028343E2,3.758268483782E-1
7.165833153277E2,3.674281872163E-1
7.169026278210E2,3.590295260544E-1
7.172219403143E2,3.506308648925E-1
7.175412528077E2,3.422322037306E-1
7.178605653010E2,3.338335425686E-1
7.178770672387E2,3.254365950695E-1
7.193806687900E2,3.012136578570E-1
7.194323748612E2,3.044356580078E-1
7.194488767989E2,2.960387105086E-1
7.196757303108E2,2.923148213785E-1
7.197744978455E2,2.876400136454E-1
7.200792508167E2,2.834398619344E-1
7.203809337400E2,2.788758639192E-1
7.204716380154E2,2.750939673048E-1
7.205022553962E2,2.745557955968E-1
7.207175835816E2,2.700012829089E-1
7.210223365529E2,2.658011311979E-1
7.213240194761E2,2.612371331827E-1
7.215424177095E2,2.570464667990E-1
7.216367311944E2,2.561972510204E-1
7.219494429127E2,2.511573688582E-1
7.219642671534E2,2.487501867863E-1
7.221229169537E2,2.474705180494E-1
7.225732161555E2,2.419172992836E-1
7.225858951443E2,2.406017203866E-1
7.226622702371E2,2.389750974191E-1
7.231548177799E2,2.318797672257E-1
7.232113185808E2,2.305219560621E-1
7.235278257447E2,2.235507759751E-1
7.236020555857E2,2.230157561825E-1
7.237892851950E2,2.214780723119E-1
7.241494537357E2,2.154023095754E-1
7.242115615283E2,2.146154527604E-1
7.243743980650E2,2.130779069349E-1
7.248463016838E2,2.062150065331E-1
7.248769190646E2,2.056768348251E-1
7.250335312931E2,2.046773226626E-1
7.255961186908E2,1.974058619392E-1
7.257014609707E2,1.960807620135E-1
7.262430904165E2,1.896601011867E-1
7.263219338260E2,1.885200819388E-1
7.264197851593E2,1.875673849007E-1
7.271440225423E2,1.810894617269E-1
7.273742532215E2,1.794991707899E-1
7.274955968148E2,1.786531341277E-1
7.281967643088E2,1.729236444918E-1
7.283816832130E2,1.711936624142E-1
7.285179187000E2,1.702218385707E-1
7.293405134430E2,1.643680414026E-1
7.294866567637E2,1.630092231222E-1
7.295762190657E2,1.623764531499E-1
7.303717683934E2,1.562979766040E-1
7.306081485820E2,1.544675741440E-1
7.314931912081E2,1.475621507650E-1
7.316543618513E2,1.461232774029E-1
7.325159385748E2,1.393117850137E-1
7.327306071738E2,1.376303663196E-1
7.336458689733E2,1.307562601274E-1
7.339253440211E2,1.285045215479E-1
7.348672559587E2,1.224689503232E-1
7.351294763316E2,1.201924853583E-1
7.360501096918E2,1.139021300532E-1
7.362877748378E2,1.122738945767E-1
7.371236791793E2,1.055173602700E-1
7.372805039030E2,1.042262894706E-1
7.381819795450E2,9.767197484927E-2
7.385409310677E2,9.570068125980E-2
7.395366854881E2,8.978226132519E-2
7.398970035776E2,8.780346281090E-2
7.409715289659E2,8.192833071150E-2
7.413442684469E2,7.981976049492E-2
7.424820132004E2,7.410546023524E-2
7.429421432105E2,7.164377756756E-2
7.440786748752E2,6.562959652614E-2
7.444012657098E2,6.408212777729E-2
7.455414724389E2,5.813412335929E-2
7.459955569772E2,5.605833034302E-2
7.472628632235E2,5.075814144825E-2
7.478117018305E2,4.857960049431E-2
7.491349844745E2,4.299095277107E-2
7.494677853374E2,4.148613246403E-2
7.512943013228E2,3.454639196830E-2
7.534350299170E2,2.840657292597E-2
7.564236683398E2,2.279175690944E-2
7.565627727983E2,2.263002998695E-2
7.597320760060E2,1.955174085892E-2
7.626913792878E2,1.785812183800E-2
7.658540031398E2,1.616085312342E-2
7.660255957880E2,1.615988204786E-2
7.691844153539E2,1.474752812697E-2
7.694939867928E2,1.456147025346E-2
7.725207859463E2,1.360406829307E-2
7.754176735958E2,1.358767425271E-2
7.757204841515E2,1.358596058996E-2
7.784457791528E2,1.357053762516E-2
7.787485897085E2,1.356882396241E-2
7.814738847097E2,1.355340099761E-2
7.817766952654E2,1.355168733486E-2
7.845019902667E2,1.353626437006E-2
7.848048008224E2,1.353455070731E-2
7.878312561856E2,1.435710882967E-2
7.935904324220E2,1.138561761262E-2
7.967187725162E2,1.044126090995E-2
7.999552297697E2,8.410699070065E-3
8.028385308239E2,5.035640274229E-3
8.057973726490E2,2.010022900061E-3
8.091094638243E2,1.534950107729E-3
8.120841539352E2,-5.479493929218E-5
8.178375544934E2,-8.735453163587E-5
8.211684706060E2,-1.062048219401E-4
8.284346587942E2,4.964332468772E-4
8.317668400554E2,-1.661830183627E-4
8.360061878351E2,-1.901742969317E-4
8.390326431983E2,6.323838254350E-4
8.420623989490E2,-2.244475520303E-4
9.991180461330E2,-1.221166892809E-3
