AS7343-F7 x,AS7343-F7 y
3.513217259455E2,2.444836176791E-3
5.233304416813E2,1.471406010188E-3
5.370308479955E2,5.072346909269E-3
5.440852607885E2,7.339659848234E-3
5.471133663454E2,7.322523220684E-3
5.501406468055E2,7.725233968093E-3
5.531687523624E2,7.708097340544E-3
5.561960328225E2,8.110808087952E-3
5.592241383795E2,8.093671460403E-3
5.623818116501E2,8.915486995576E-3
5.653723477957E2,9.397126193372E-3
5.683988031589E2,1.021968431574E-2
5.716229923023E2,1.115439765327E-2
5.746608759449E2,1.136505365957E-2
5.779179275511E2,1.297934301541E-2
5.809427327205E2,1.464159588769E-2
5.841693199163E2,1.634935602647E-2
5.875427648619E2,1.688505720403E-2
5.906642566521E2,1.428935794861E-2
5.937379409537E2,1.125709290601E-2
5.969951140325E2,1.207584628904E-2
6.000128066704E2,1.442238306004E-2
6.030359616460E2,1.692433068224E-2
6.061188139527E2,1.891213296425E-2
6.092556205232E2,1.956612950584E-2
6.123081463285E2,1.751728247634E-2
6.153555617719E2,1.782424843754E-2
6.184189755818E2,1.959007726281E-2
6.217986647428E2,2.269594684084E-2
6.246262206800E2,2.640854823761E-2
6.271580776108E2,3.164025454453E-2
6.295214335511E2,3.722578222851E-2
6.316043380789E2,4.372555511247E-2
6.334079998629E2,5.043283113527E-2
6.354813563500E2,5.784731537628E-2
6.372556879044E2,6.700583908463E-2
6.388368495449E2,7.632239718025E-2
6.403403042486E2,8.473323452806E-2
6.415299044584E2,9.260521725283E-2
6.427785531196E2,1.010025022143E-1
6.438147661001E2,1.098379923331E-1
6.447309320682E2,1.182483213623E-1
6.455986255590E2,1.266216053549E-1
6.465941383439E2,1.350114928355E-1
6.474860680734E2,1.434032993464E-1
6.484205492277E2,1.521547302269E-1
6.492373632175E2,1.607069019104E-1
6.499769496126E2,1.695768917325E-1
6.506412557397E2,1.782323880998E-1
6.512291515108E2,1.867898537772E-1
6.518423256966E2,1.964252724896E-1
6.523883667913E2,2.046965823279E-1
6.529939237285E2,2.132859360730E-1
6.535830429023E2,2.216794562467E-1
