AS7343-F5 x,AS7343-F5 y
3.504397720785E2,1.223669283982E-3
4.981188506054E2,5.292557332562E-3
5.038551653061E2,1.139088462308E-2
5.069744657781E2,1.594653103487E-2
5.093261569112E2,2.113927191486E-2
5.112610307092E2,2.858252936956E-2
5.129690893034E2,3.624498877151E-2
5.144385778134E2,4.401815731567E-2
5.157261898249E2,5.306307905587E-2
5.167551079013E2,6.145277748957E-2
5.177686582208E2,7.032504879525E-2
5.185600034835E2,7.830882761403E-2
5.193912799973E2,8.660976154714E-2
5.199996330962E2,9.499917437038E-2
5.205807259108E2,1.031968133708E-1
5.211357788971E2,1.115905263315E-1
5.216109324235E2,1.206756825781E-1
5.220426875728E2,1.296946093294E-1
5.225970254751E2,1.384521900150E-1
5.229174002807E2,1.468472310644E-1
5.233226377739E2,1.558085795121E-1
5.237911778787E2,1.644756798244E-1
5.242768603535E2,1.732246524148E-1
5.246649554767E2,1.821041285843E-1
5.251586359888E2,1.903602405460E-1
5.255403832686E2,1.988928825944E-1
5.258261968285E2,2.075400248558E-1
5.262147870099E2,2.161675926003E-1
5.266050308230E2,2.247791569788E-1
5.268913394410E2,2.331743908152E-1
5.271776480591E2,2.415696246516E-1
5.275503513602E2,2.504241972892E-1
5.278366599783E2,2.588194311256E-1
5.284067698366E2,2.811658314586E-1
5.284157542249E2,2.765941600424E-1
5.286887123170E2,2.853626629480E-1
5.286914282609E2,2.904007600449E-1
5.288941806929E2,2.938045369724E-1
5.289760866852E2,2.996356886312E-1
5.291788391172E2,3.030394655587E-1
5.292607451095E2,3.088706172176E-1
5.294634975415E2,3.122743941451E-1
5.295470537276E2,3.172658510540E-1
5.297505803536E2,3.206017823503E-1
5.298317121519E2,3.265007796403E-1
5.300324832708E2,3.297204367653E-1
5.301163705761E2,3.357357082266E-1
5.303171416951E2,3.389553653516E-1
5.304026791942E2,3.441309420630E-1
5.306018001194E2,3.481902939379E-1
5.306889878123E2,3.525261758994E-1
5.308801107001E2,3.570783884030E-1
5.309752964303E2,3.609214097358E-1
5.312591618448E2,3.662797951618E-1
5.312616050484E2,3.693166435722E-1
5.315479136664E2,3.777118774086E-1
5.315528642477E2,3.751927931589E-1
5.318325720907E2,3.869468059950E-1
5.318391728658E2,3.835880269953E-1
5.321188807088E2,3.953420398314E-1
5.321254814838E2,3.919832608317E-1
5.323163514402E2,4.002410864562E-1
5.323952881642E2,4.087754421673E-1
5.324051893268E2,4.037372736678E-1
5.326536466254E2,4.121327217120E-1
5.326815967823E2,4.171706760037E-1
5.327704346689E2,4.206668632153E-1
5.329613046253E2,4.289246888397E-1
5.329679054003E2,4.255659098401E-1
5.332459630496E2,4.381596174261E-1
5.332525638246E2,4.348008384264E-1
5.335298284641E2,4.435180028520E-1
5.335322716676E2,4.465548512625E-1
5.337280922053E2,4.522935926372E-1
5.338185802857E2,4.549500850989E-1
5.338448802488E2,4.608277341404E-1
5.340670375843E2,4.633455331431E-1
5.340933375474E2,4.692231821847E-1
5.341838256278E2,4.718796746464E-1
5.343796461655E2,4.776184160211E-1
5.344684840521E2,4.811146032327E-1
5.346659547835E2,4.860136498575E-1
5.349522634016E2,4.944088836939E-1
5.349593592348E2,4.907981962693E-1
5.352451727947E2,4.994453385306E-1
5.354379458763E2,5.031578562843E-1
5.356269200744E2,5.079779805790E-1
5.358255459415E2,5.122892408789E-1
5.361201055284E2,5.164860009657E-1
5.364146651152E2,5.206827610525E-1
5.368035082281E2,5.256047156762E-1
5.371971328511E2,5.294005651265E-1
5.377066559601E2,5.349605974869E-1
5.379895352692E2,5.375342817861E-1
5.388340937556E2,5.433185833843E-1
5.391892184003E2,5.452511821967E-1
5.407456811586E2,5.510548628895E-1
5.410468415205E2,5.518928439767E-1
5.429821701040E2,5.567200789517E-1
5.434577746097E2,5.577569979241E-1
5.454211083566E2,5.617243964916E-1
5.460226570255E2,5.623257656339E-1
5.486022536690E2,5.594072551570E-1
5.489797649603E2,5.580806149750E-1
5.504717471829E2,5.521333965298E-1
5.507605303058E2,5.507582768284E-1
5.519055290361E2,5.445628657503E-1
5.523431584578E2,5.420249223699E-1
5.531024143276E2,5.369576890961E-1
5.535849314753E2,5.331014021775E-1
5.542070994626E2,5.289429378631E-1
5.546312739116E2,5.251499575228E-1
5.551558200866E2,5.205433804283E-1
5.555108979104E2,5.163242842436E-1
5.558449313845E2,5.124725862180E-1
5.561684058286E2,5.075278574753E-1
5.565067354299E2,5.035766224197E-1
5.567905288776E2,4.991274826507E-1
5.571288584789E2,4.951762475950E-1
5.574126519266E2,4.907271078260E-1
5.577509815279E2,4.867758727704E-1
5.580061762010E2,4.823268948472E-1
5.583747547707E2,4.775358031958E-1
5.586110913961E2,4.741225440010E-1
5.589985280135E2,4.682957336212E-1
5.592269058919E2,4.657222048777E-1
5.595492265510E2,4.590028975143E-1
5.596070675614E2,4.568561243487E-1
5.599618148717E2,4.506498911843E-1
5.601779503751E2,4.472437436900E-1
5.604812834921E2,4.418400509248E-1
5.604972628684E2,4.388450825280E-1
5.608116247804E2,4.329655056159E-1
5.608165753617E2,4.304464213661E-1
5.611309372738E2,4.245668444540E-1
5.611368229649E2,4.215719331793E-1
5.614502497671E2,4.161681832920E-1
5.614561354582E2,4.131732720173E-1
5.617695622605E2,4.077695221301E-1
5.617871918305E2,4.039348589834E-1
5.620888747538E2,3.993708609682E-1
5.621053766914E2,3.909739134690E-1
5.621351833163E2,3.950672111670E-1
5.633167220513E2,3.716542937778E-1
5.636209954350E2,3.628831073239E-1
5.639939134414E2,3.544928895212E-1
5.643141610445E2,3.456184013343E-1
5.646334735379E2,3.372197401724E-1
5.649532810893E2,3.285691705855E-1
5.655760642159E2,3.198329178609E-1
5.658966051868E2,3.108091506073E-1
5.666595462983E2,2.943843182709E-1
5.671007749869E2,2.856940761445E-1
5.674681534663E2,2.772641545778E-1
5.677968949835E2,2.683476340517E-1
5.681162074768E2,2.599489728898E-1
5.684355199702E2,2.515503117279E-1
5.687548324635E2,2.431516505660E-1
5.690741449568E2,2.347529894041E-1
5.693934574502E2,2.263543282421E-1
5.697127699435E2,2.179556670802E-1
5.700320824368E2,2.095570059183E-1
5.703513949302E2,2.011583447564E-1
5.706707074235E2,1.927596835945E-1
5.709900199168E2,1.843610224326E-1
5.713093324102E2,1.759623612707E-1
