#' @name Eryca sensor
#' @note
#' TOCON_Blue.
#' pre-amplified GaP blue light detector.
#' Manufacturer: sglux GmbH, Max-Planck-Str. 3, D-12489 Berlin.
#' Digitized with 'DigitizeIt' from manufacturer's specifications. This are approximate
#' data, both because of the digitizing process, and because they are
#' either typical values or for a particular sensor unit. Individual sensor units
#' are expected to differ to some degree in spectral response.
#'
#' @references
#' sglux ERYCA sensor data sheet
#' \url{http://www.sglux.de/}
#'
angle.deg,response
-8.108946700613E1,1.642749035844E-1
-8.088787439180E1,1.682185514134E-1
-8.080948400497E1,1.692361551328E-1
-8.054705999149E1,1.720975211767E-1
-8.046317396810E1,1.736579721731E-1
-8.040093667145E1,1.750088102665E-1
-8.038465074699E1,1.753681536040E-1
-8.032928345921E1,1.765092158359E-1
-8.028682030896E1,1.772971379836E-1
-8.026090441679E1,1.777407938188E-1
-8.020395564464E1,1.787252748545E-1
-8.012321157482E1,1.801997875640E-1
-8.003841169253E1,1.820230849670E-1
-7.998645544596E1,1.831014003121E-1
-7.969519633693E1,1.863873458078E-1
-7.928543501590E1,1.900107458244E-1
-7.920758420645E1,1.911149166788E-1
-7.911803944798E1,1.926370829892E-1
-7.902176426959E1,1.945871640695E-1
-7.896716718923E1,1.959750418848E-1
-7.894437997854E1,1.965951817530E-1
-7.889439555255E1,1.977267000811E-1
-7.870816512167E1,2.007896654794E-1
-7.862648712732E1,2.019792465571E-1
-7.849964425537E1,2.038137921550E-1
-7.822382932797E1,2.066674669960E-1
-7.791352538874E1,2.100340089615E-1
-7.781645704131E1,2.114464324384E-1
-7.774510808208E1,2.126090378296E-1
-7.767016558225E1,2.139284956248E-1
-7.758694439689E1,2.152171125544E-1
-7.735801102606E1,2.175084988618E-1
-7.711192550942E1,2.197758425316E-1
-7.696736956468E1,2.213092832582E-1
-7.689193519733E1,2.224004904127E-1
-7.682407686406E1,2.237025007831E-1
-7.676264408923E1,2.252744143927E-1
-7.672424084685E1,2.271564531126E-1
-7.664215342939E1,2.293690359829E-1
-7.642530459590E1,2.322461497474E-1
-7.632155604585E1,2.333668992842E-1
-7.617876690851E1,2.351517131928E-1
-7.593225979972E1,2.377358249192E-1
-7.585458847899E1,2.386514538962E-1
-7.567822504368E1,2.407773444795E-1
-7.560362154087E1,2.418107252959E-1
-7.552587634682E1,2.429753503627E-1
-7.546340480778E1,2.440559888448E-1
-7.540459527759E1,2.450277234269E-1
-7.529414037375E1,2.469685945447E-1
-7.521008878221E1,2.480252069191E-1
-7.502834539268E1,2.498200087061E-1
-7.478825368112E1,2.519529858366E-1
-7.468119732929E1,2.529484856334E-1
-7.459370220290E1,2.539561568696E-1
-7.445335354108E1,2.559306697209E-1
-7.437934374531E1,2.585993756171E-1
-7.433784586265E1,2.599775306290E-1
-7.429585303574E1,2.609797349414E-1
-7.423640163363E1,2.620481887769E-1
-7.399295684066E1,2.654829116093E-1
-7.389526606077E1,2.667122448680E-1
-7.366653724456E1,2.689517144641E-1
-7.358496589885E1,2.699436787057E-1
-7.341570971181E1,2.719368156456E-1
-7.332058555461E1,2.731082848603E-1
-7.318943901964E1,2.750267631996E-1
-7.307064180454E1,2.767650912659E-1
-7.297326302689E1,2.783065155826E-1
-7.288921530322E1,2.793803614713E-1
-7.276716421702E1,2.807170163942E-1
-7.243164781044E1,2.839760474609E-1
-7.232144772654E1,2.852711590786E-1
-7.223371677545E1,2.865556905205E-1
-7.211657795968E1,2.884037327810E-1
-7.200920941911E1,2.900367115947E-1
-7.192061137957E1,2.914389431908E-1
-7.185950946705E1,2.923978234466E-1
-7.178624657589E1,2.937657425646E-1
-7.173921405419E1,2.948053352069E-1
-7.164019983339E1,2.977645215631E-1
-7.154086790467E1,2.993627098386E-1
-7.127116844408E1,3.018910398887E-1
-7.114813677179E1,3.033511397232E-1
-7.103472643165E1,3.046866518428E-1
-7.095134067744E1,3.058244872604E-1
-7.087920933553E1,3.068679399786E-1
-7.076660659367E1,3.086149992008E-1
-7.068051057052E1,3.099423637022E-1
-7.044181320207E1,3.129921210042E-1
-6.997865537172E1,3.173495522328E-1
-6.990080218766E1,3.183651396245E-1
-6.981333284520E1,3.197064168039E-1
-6.975505992479E1,3.228326998495E-1
-6.970739680177E1,3.238871732710E-1
-6.961973298823E1,3.253957878621E-1
-6.954003482193E1,3.266620569579E-1
-6.941425575586E1,3.284502638583E-1
-6.931077512516E1,3.298668574515E-1
-6.924223027271E1,3.308143864512E-1
-6.895865413280E1,3.337905820709E-1
-6.886521837311E1,3.353775706058E-1
-6.881527469734E1,3.365058648275E-1
-6.875537206715E1,3.379331433380E-1
-6.870020405102E1,3.389856581620E-1
-6.863581518423E1,3.400540656188E-1
-6.853711622728E1,3.416856692359E-1
-6.844532537904E1,3.431290020571E-1
-6.836896019473E1,3.443870253490E-1
-6.830451801334E1,3.453941807264E-1
-6.807558464251E1,3.476855670338E-1
-6.782949912587E1,3.499529107037E-1
-6.768494318113E1,3.514863514303E-1
-6.760950881378E1,3.525775585848E-1
-6.754165048051E1,3.538795689552E-1
-6.748021770568E1,3.554514825648E-1
-6.744181446330E1,3.573335212847E-1
-6.735972704584E1,3.595461041549E-1
-6.714287821235E1,3.624232179195E-1
-6.703912966230E1,3.635439674563E-1
-6.689634052495E1,3.653287813648E-1
-6.661806406954E1,3.687184694864E-1
-6.653796229323E1,3.703514309333E-1
-6.649520960340E1,3.714628238809E-1
-6.644655465580E1,3.726440364054E-1
-6.638306884499E1,3.739007643870E-1
-6.632140195826E1,3.749364120396E-1
-6.620313082230E1,3.766823187855E-1
-6.609346427566E1,3.782652647838E-1
-6.599598159734E1,3.798337794717E-1
-6.590963718955E1,3.811986182898E-1
-6.567333933549E1,3.851167273200E-1
-6.560159435073E1,3.863850148051E-1
-6.552265030966E1,3.875254442928E-1
-6.544717880555E1,3.885251388351E-1
-6.543430395128E1,3.887104637095E-1
-6.536470032669E1,3.896178905374E-1
-6.532120957913E1,3.901798109703E-1
-6.516939699050E1,3.920762847313E-1
-6.509336896973E1,3.930628609403E-1
-6.500585083581E1,3.944456747614E-1
-6.477257365138E1,3.976718734945E-1
-6.457627543101E1,4.002857404183E-1
-6.435863412725E1,4.026624522575E-1
-6.425308125607E1,4.044741032401E-1
-6.416847156551E1,4.061903839356E-1
-6.414121682870E1,4.067970609207E-1
-6.406108479400E1,4.084108349399E-1
-6.404524487482E1,4.086956183580E-1
-6.400065053585E1,4.094690140343E-1
-6.384946716587E1,4.118382687336E-1
-6.378398819606E1,4.129174168554E-1
-6.368411528958E1,4.146517185863E-1
-6.362151059364E1,4.156879941662E-1
-6.328270420895E1,4.206848931173E-1
-6.307366188730E1,4.235793741638E-1
-6.298584019140E1,4.247657647939E-1
-6.285773661543E1,4.266757305236E-1
-6.269535593959E1,4.292575178971E-1
-6.257689248832E1,4.308967537538E-1
-6.231288987382E1,4.351751177661E-1
-6.225143899919E1,4.365644564831E-1
-6.217078846137E1,4.378362569999E-1
-6.196475954094E1,4.404586138848E-1
-6.185628411788E1,4.419490415887E-1
-6.175225447168E1,4.433040983353E-1
-6.168160647139E1,4.443144035852E-1
-6.160386127733E1,4.454790286520E-1
-6.148130935833E1,4.475086713448E-1
-6.137532955016E1,4.491502900847E-1
-6.128673151062E1,4.505525216809E-1
-6.122562959810E1,4.515114019366E-1
-6.115236670694E1,4.528793210547E-1
-6.110533418524E1,4.539189136969E-1
-6.100631996444E1,4.568781000532E-1
-6.090698803572E1,4.584762883287E-1
-6.063728857512E1,4.610046183788E-1
-6.051425690284E1,4.624647182132E-1
-6.040084656270E1,4.638002303328E-1
-6.031746080849E1,4.649380657505E-1
-6.024532946658E1,4.659815184687E-1
-6.016402540456E1,4.672669702201E-1
-6.008810654092E1,4.684002612099E-1
-6.000866947905E1,4.693697905542E-1
-5.976176986749E1,4.718421864705E-1
-5.951568435086E1,4.741095301403E-1
-5.936669051073E1,4.757226586065E-1
-5.927895955963E1,4.770071900484E-1
-5.916182074386E1,4.788552323089E-1
-5.905445220330E1,4.804882111226E-1
-5.896585416376E1,4.818904427187E-1
-5.890475225124E1,4.828493229744E-1
-5.883148936007E1,4.842172420925E-1
-5.878445683838E1,4.852568347348E-1
-5.868544261758E1,4.882160210910E-1
-5.858611068886E1,4.898142093665E-1
-5.831641122826E1,4.923425394166E-1
-5.819337955598E1,4.938026392511E-1
-5.807996921584E1,4.951381513707E-1
-5.800738038231E1,4.961444129046E-1
-5.792963518825E1,4.973090379714E-1
-5.786716364922E1,4.983896764535E-1
-5.780835411903E1,4.993614110356E-1
-5.769789921519E1,5.013022821535E-1
-5.761384762365E1,5.023588945279E-1
-5.743210423412E1,5.041536963148E-1
-5.710914478236E1,5.070043991703E-1
-5.700085290297E1,5.083243743794E-1
-5.692574860750E1,5.093704110780E-1
-5.683468280130E1,5.107497343760E-1
-5.673994553069E1,5.122988463088E-1
-5.650764458853E1,5.155050663835E-1
-5.640389603848E1,5.166258159204E-1
-5.626110690113E1,5.184106298289E-1
-5.601459979235E1,5.209947415554E-1
-5.593692847162E1,5.219103705323E-1
-5.576056503630E1,5.240362611156E-1
-5.568596153350E1,5.250696419321E-1
-5.560821633945E1,5.262342669988E-1
-5.554574480041E1,5.273149054809E-1
-5.548693527022E1,5.282866400630E-1
-5.537648036638E1,5.302275111809E-1
-5.529242877484E1,5.312841235553E-1
-5.511068538531E1,5.330789253422E-1
-5.478772593355E1,5.359296281978E-1
-5.467943405416E1,5.372496034068E-1
-5.460432975869E1,5.382956401055E-1
-5.451326395249E1,5.396749634034E-1
-5.441852668188E1,5.412240753362E-1
-5.418622573972E1,5.444302954109E-1
-5.408247718967E1,5.455510449478E-1
-5.393968805233E1,5.473358588563E-1
-5.369318094354E1,5.499199705828E-1
-5.361550962281E1,5.508355995597E-1
-5.343914618750E1,5.529614901431E-1
-5.336454268469E1,5.539948709595E-1
-5.328679749064E1,5.551594960262E-1
-5.322432595160E1,5.562401345083E-1
-5.316551642141E1,5.572118690904E-1
-5.305506151757E1,5.591527402083E-1
-5.297100992603E1,5.602093525827E-1
-5.278926653650E1,5.620041543696E-1
-5.246630708474E1,5.648548572252E-1
-5.235801520535E1,5.661748324342E-1
-5.228291090988E1,5.672208691329E-1
-5.219184510368E1,5.686001924308E-1
-5.209710783307E1,5.701493043636E-1
-5.186480689092E1,5.733555244384E-1
-5.176105834086E1,5.744762739752E-1
-5.161826920352E1,5.762610878837E-1
-5.137176209473E1,5.788451996102E-1
-5.129409077401E1,5.797608285872E-1
-5.111772733869E1,5.818867191705E-1
-5.104312383588E1,5.829200999869E-1
-5.096537864183E1,5.840847250536E-1
-5.090290710279E1,5.851653635358E-1
-5.084409757260E1,5.861370981179E-1
-5.072556756013E1,5.882143740414E-1
-5.066296286419E1,5.892506496213E-1
-5.032415647951E1,5.942475485724E-1
-5.011511415785E1,5.971420296189E-1
-5.002729246196E1,5.983284202490E-1
-4.989918888598E1,6.002383859787E-1
-4.977872685820E1,6.021104169965E-1
-4.972020833260E1,6.030748750428E-1
-4.944687652548E1,6.065486733681E-1
-4.933476835578E1,6.078216195590E-1
-4.905021727650E1,6.107602312441E-1
-4.895374524977E1,6.122838728064E-1
-4.890907647133E1,6.132769679891E-1
-4.887103354210E1,6.148038199904E-1
-4.882450640597E1,6.162737376814E-1
-4.876180077103E1,6.174699076396E-1
-4.867818309322E1,6.187700620526E-1
-4.858106532640E1,6.201196486367E-1
-4.845758746461E1,6.218343788388E-1
-4.838961497396E1,6.227750340518E-1
-4.828747853287E1,6.241461900242E-1
-4.805154194417E1,6.279668826010E-1
-4.796339047852E1,6.295925352907E-1
-4.786936840424E1,6.311616885372E-1
-4.786691394795E1,6.311800902284E-1
-4.779553288396E1,6.322426277377E-1
-4.779553288396E1,6.322426277377E-1
-4.770987764787E1,6.333128806741E-1
-4.759433673987E1,6.347889611207E-1
-4.747389178944E1,6.363141515818E-1
-4.740073638641E1,6.373034624530E-1
-4.728488928255E1,6.390874454309E-1
-4.717517689968E1,6.406344095218E-1
-4.707169626898E1,6.420510031150E-1
-4.700315141653E1,6.429985321148E-1
-4.671957527662E1,6.459747277344E-1
-4.662613951693E1,6.475617162693E-1
-4.657619584116E1,6.486900104910E-1
-4.651629321097E1,6.501172890015E-1
-4.646112519484E1,6.511698038255E-1
-4.639673632805E1,6.522382112824E-1
-4.625143528831E1,6.545817583980E-1
-4.618315631992E1,6.557058143206E-1
-4.611188886473E1,6.569764925999E-1
-4.605226875978E1,6.579386138333E-1
-4.596741343893E1,6.591031490776E-1
-4.575010103986E1,6.625178565543E-1
-4.568137357894E1,6.636618993079E-1
-4.553994976575E1,6.655983145477E-1
-4.552453801438E1,6.657983588559E-1
-4.546655897077E1,6.665907477335E-1
-4.544323849201E1,6.669084361880E-1
-4.534408691115E1,6.682313237798E-1
-4.524958654589E1,6.695117271454E-1
-4.518055492620E1,6.705919047975E-1
-4.512658981424E1,6.715684519664E-1
-4.490379935617E1,6.746073635830E-1
-4.480005080612E1,6.757281131199E-1
-4.465726166877E1,6.775129270284E-1
-4.442211562033E1,6.802044248003E-1
-4.430770064670E1,6.819637524201E-1
-4.423249467548E1,6.831440212986E-1
-4.400800975827E1,6.868249568789E-1
-4.388304521085E1,6.893104334717E-1
-4.383367808038E1,6.904378013936E-1
-4.378623252811E1,6.916251759998E-1
-4.367964210064E1,6.930473936311E-1
-4.349926855728E1,6.948574792176E-1
-4.326700527709E1,6.970885910001E-1
-4.312579923100E1,6.986274561473E-1
-4.305036486366E1,6.997186633018E-1
-4.298250653039E1,7.010206736722E-1
-4.291754414741E1,7.025815794770E-1
-4.286819911977E1,7.044294940022E-1
-4.282992684923E1,7.055955458584E-1
-4.277530060681E1,7.066664029308E-1
-4.257106198853E1,7.095248015597E-1
-4.247467029038E1,7.106684949435E-1
-4.233719657483E1,7.124698860818E-1
-4.209068946605E1,7.150539978083E-1
-4.201301814532E1,7.159696267852E-1
-4.183665471000E1,7.180955173685E-1
-4.176638884907E1,7.190485867234E-1
-4.169971745243E1,7.200541827476E-1
-4.162742328975E1,7.215019708621E-1
-4.156419540520E1,7.230736677586E-1
-4.151397819022E1,7.249643424774E-1
-4.146706647489E1,7.264887239032E-1
-4.137263664843E1,7.278788925616E-1
-4.117920346334E1,7.298144382710E-1
-4.094694018315E1,7.320455500535E-1
-4.080573413706E1,7.335844152007E-1
-4.073029976972E1,7.346756223552E-1
-4.066244143645E1,7.359776327256E-1
-4.059747905347E1,7.375385385304E-1
-4.054726183849E1,7.394292132492E-1
-4.044843715363E1,7.415631307813E-1
-4.034894612738E1,7.424251675488E-1
-4.021907225243E1,7.432959899061E-1
-3.994961728410E1,7.449180678835E-1
-3.972675982078E1,7.469324301083E-1
-3.960193161449E1,7.484640346092E-1
-3.942575501342E1,7.503874831189E-1
-3.928870947105E1,7.516398140689E-1
-3.917730443160E1,7.526546160002E-1
-3.885599655928E1,7.559177964488E-1
-3.841148466855E1,7.597588621583E-1
-3.841148466855E1,7.597588621583E-1
-3.829129672595E1,7.606848679874E-1
-3.829129672595E1,7.606848679874E-1
-3.812982948569E1,7.620275419628E-1
-3.788027103372E1,7.651559203246E-1
-3.772022403323E1,7.669689561128E-1
-3.748653584631E1,7.684237685567E-1
-3.733876556999E1,7.692725825380E-1
-3.717344715828E1,7.704803100734E-1
-3.708665302555E1,7.714175074321E-1
-3.699403546971E1,7.727095162841E-1
-3.689675939552E1,7.742746023271E-1
-3.676747982185E1,7.759673641844E-1
-3.664218379269E1,7.771430050958E-1
-3.663998694449E1,7.771769242575E-1
-3.648395642306E1,7.781115919197E-1
-3.631372318494E1,7.791775648779E-1
-3.618835709666E1,7.802223944934E-1
-3.605539474270E1,7.815314740205E-1
-3.595202919089E1,7.828297086466E-1
-3.588281431868E1,7.837321107318E-1
-3.580535053729E1,7.847546591095E-1
-3.580134837893E1,7.847760930259E-1
-3.569967768719E1,7.857308181700E-1
-3.557852371670E1,7.865976059795E-1
-3.530353057480E1,7.882923738760E-1
-3.508067311148E1,7.903067361007E-1
-3.495584490519E1,7.918383406017E-1
-3.477966830412E1,7.937617891113E-1
-3.464262276174E1,7.950141200614E-1
-3.453121772230E1,7.960289219926E-1
-3.420990984998E1,7.992921024412E-1
-3.376539795925E1,8.031331681507E-1
-3.376539795925E1,8.031331681507E-1
-3.364521001665E1,8.040591739799E-1
-3.364521001665E1,8.040591739799E-1
-3.348374277639E1,8.054018479552E-1
-3.323418432442E1,8.085302263170E-1
-3.307413732393E1,8.103432621053E-1
-3.284044913701E1,8.117980745491E-1
-3.269267886069E1,8.126468885304E-1
-3.252736044898E1,8.138546160659E-1
-3.244056631625E1,8.147918134245E-1
-3.234794876040E1,8.160838222765E-1
-3.225067268622E1,8.176489083195E-1
-3.212139311255E1,8.193416701768E-1
-3.199609708339E1,8.205173110883E-1
-3.199390023519E1,8.205512302500E-1
-3.183786971376E1,8.214858979122E-1
-3.166763647564E1,8.225518708703E-1
-3.154227038735E1,8.235967004858E-1
-3.140930803340E1,8.249057800129E-1
-3.130594248159E1,8.262040146391E-1
-3.123672760938E1,8.271064167243E-1
-3.115926382799E1,8.281289651019E-1
-3.115526166963E1,8.281503990183E-1
-3.105359097789E1,8.291051241624E-1
-3.093243700739E1,8.299719119719E-1
-3.065744386550E1,8.316666798684E-1
-3.043458640218E1,8.336810420932E-1
-3.030975819588E1,8.352126465941E-1
-3.013358159482E1,8.371360951038E-1
-2.999653605244E1,8.383884260538E-1
-2.984936853805E1,8.396940185111E-1
-2.974966168081E1,8.405376415697E-1
-2.904929373339E1,8.463403791174E-1
-2.892509538172E1,8.474130502438E-1
-2.892509538172E1,8.474130502438E-1
-2.881681304822E1,8.482857349149E-1
-2.881681304822E1,8.482857349149E-1
-2.881540347111E1,8.483077989033E-1
-2.869918493794E1,8.491849941856E-1
-2.865102510922E1,8.494762965696E-1
-2.855134570373E1,8.501187268084E-1
-2.840591599373E1,8.510618733860E-1
-2.824438346724E1,8.527232855717E-1
-2.809338801289E1,8.540312295558E-1
-2.795447914494E1,8.552668886849E-1
-2.774125601091E1,8.572366166458E-1
-2.760795328719E1,8.584941866097E-1
-2.749947007363E1,8.594947767914E-1
-2.737432109733E1,8.604653367757E-1
-2.723232451622E1,8.613637976092E-1
-2.709471241858E1,8.621554273507E-1
-2.709471241858E1,8.621554273507E-1
-2.695959452927E1,8.630385488808E-1
-2.684548690315E1,8.640301045771E-1
-2.668189529745E1,8.661905626611E-1
-2.659310218251E1,8.673438023411E-1
-2.645830464648E1,8.686987070323E-1
-2.607369716554E1,8.715436212623E-1
-2.580484980893E1,8.735516750942E-1
-2.566469114996E1,8.745155812176E-1
-2.548431585747E1,8.760542318301E-1
-2.538565854554E1,8.770723672712E-1
-2.530042877647E1,8.780694258626E-1
-2.523191348529E1,8.789375935397E-1
-2.515712086673E1,8.799318993240E-1
-2.515311870837E1,8.799533332404E-1
-2.505144801663E1,8.809080583845E-1
-2.493029404614E1,8.817748461940E-1
-2.463778728260E1,8.834678147047E-1
-2.436078602133E1,8.849244622508E-1
-2.423043187108E1,8.859199306429E-1
-2.410042747433E1,8.872309490461E-1
-2.402249169352E1,8.883675634896E-1
-2.392521561933E1,8.899326495326E-1
-2.379593604567E1,8.916254113899E-1
-2.367217964407E1,8.928010702081E-1
-2.366998279587E1,8.928349893699E-1
-2.351009186320E1,8.937970290162E-1
-2.337622622324E1,8.945348140244E-1
-2.316745539246E1,8.956667920691E-1
-2.303452167501E1,8.964408826471E-1
-2.276663084174E1,8.983514653529E-1
-2.268682588242E1,8.995286798059E-1
-2.258025546658E1,9.010511536905E-1
-2.248434251189E1,9.023739346727E-1
-2.241446176903E1,9.033094151698E-1
-2.200767547021E1,9.056149360154E-1
-2.178540405822E1,9.069695678114E-1
-2.146501573561E1,9.096724115377E-1
-2.115015205635E1,9.126089403755E-1
-2.092471926861E1,9.148017998524E-1
-2.081762551645E1,9.157335735819E-1
-2.022643529400E1,9.196869844248E-1
-2.005406250410E1,9.209184782499E-1
-1.971265060280E1,9.233333292926E-1
-1.958090151975E1,9.240770139640E-1
-1.939372270626E1,9.251241202430E-1
-1.901179665702E1,9.272240219044E-1
-1.886753745198E1,9.281392886810E-1
-1.880003327528E1,9.285512941164E-1
-1.772352184881E1,9.336454357649E-1
-1.755942261370E1,9.345811728566E-1
-1.743479242378E1,9.353516246702E-1
-1.728499024004E1,9.363191453546E-1
-1.698635612480E1,9.379925659569E-1
-1.676724108458E1,9.391430802283E-1
-1.662114182852E1,9.398095609088E-1
-1.653939590089E1,9.401202077167E-1
-1.636771501429E1,9.408280421006E-1
-1.616153216623E1,9.418411207272E-1
-1.602066830755E1,9.426937492875E-1
-1.588703300624E1,9.436680954660E-1
-1.574247820597E1,9.447380170155E-1
-1.562567313355E1,9.456143985896E-1
-1.534046959549E1,9.472958525908E-1
-1.502776464946E1,9.489217039979E-1
-1.483603616025E1,9.501477098234E-1
-1.457272400685E1,9.522144189277E-1
-1.418605563437E1,9.545686273234E-1
-1.399345236647E1,9.553867512553E-1
-1.371017805092E1,9.566140009667E-1
-1.350631414962E1,9.576100940366E-1
-1.334548094190E1,9.584333356328E-1
-1.318172812399E1,9.594256540550E-1
-1.303713896497E1,9.603764878892E-1
-1.256847723232E1,9.627466083033E-1
-1.197444909527E1,9.654998966090E-1
-1.168982410117E1,9.670244284619E-1
-1.148690309225E1,9.681839569561E-1
-1.102220333686E1,9.708059425839E-1
-1.087072207563E1,9.718514041544E-1
-1.075997451863E1,9.727572812784E-1
-1.039943509149E1,9.752811059343E-1
-1.024806314501E1,9.757554612645E-1
-9.903471019831E0,9.765328781344E-1
-9.638535797523E0,9.771542768240E-1
-9.429730544156E0,9.777135350850E-1
-9.278819319870E0,9.781339295951E-1
-8.646749909442E0,9.789921081506E-1
-8.318613234391E0,9.796588571278E-1
-8.070989335841E0,9.810210801229E-1
-7.932857601782E0,9.815949234793E-1
-7.462371927188E0,9.822902925881E-1
-7.000580317582E0,9.826345173918E-1
-6.825712386830E0,9.830932770160E-1
-6.637951728378E0,9.835964299190E-1
-6.361556337281E0,9.843634020493E-1
-6.044642365027E0,9.853875852795E-1
-5.879131198532E0,9.859381334328E-1
-5.711960410742E0,9.864779387099E-1
-5.539886290585E0,9.869489030057E-1
-5.273251665559E0,9.875116499080E-1
-4.515574403037E0,9.887733540976E-1
-4.360125437399E0,9.892925824022E-1
-4.198092451372E0,9.898778761057E-1
-3.610968613765E0,9.913027360416E-1
-3.304730999402E0,9.919897809911E-1
-2.852039388139E0,9.928927001633E-1
-2.197085286231E0,9.940542168755E-1
-1.805569192083E0,9.960015985041E-1
-1.651359975194E0,9.964607513036E-1
-1.053325942307E0,9.969495844379E-1
-8.712092482758E-1,9.973653365151E-1
-6.924063244689E-1,9.978350149223E-1
-5.099510894291E-1,9.982733588363E-1
-2.611524094942E-1,9.987121878820E-1
-6.040998306264E-2,9.986167980811E-1
1.936431093033E-1,9.982522166088E-1
3.633951544254E-1,9.978183611016E-1
5.446993335078E-1,9.973624176439E-1
7.887498445120E-1,9.968239758138E-1
1.388431082565E0,9.961396899047E-1
1.542361158733E0,9.957508265250E-1
1.927852755171E0,9.941805343651E-1
2.177911542209E0,9.933222920863E-1
2.334880000906E0,9.927927968970E-1
2.470598908544E0,9.923690812567E-1
2.631754462096E0,9.919154973109E-1
2.752548813542E0,9.916040384721E-1
2.946608620636E0,9.911314387109E-1
3.168549023338E0,9.907548957138E-1
3.476439872179E0,9.904879298979E-1
3.816077469190E0,9.901006459844E-1
4.287663210740E0,9.886957225959E-1
4.989899661632E0,9.858013264399E-1
5.153471764716E0,9.853138765097E-1
5.369449842033E0,9.847655644242E-1
5.872381511219E0,9.843929815707E-1
6.042108322765E0,9.840931426927E-1
6.284996766360E0,9.835430747564E-1
6.488887322531E0,9.830433330052E-1
6.776861827443E0,9.822553307567E-1
7.005003921137E0,9.816072058764E-1
7.157601070999E0,9.811778624430E-1
7.637132841781E0,9.794047130511E-1
7.892643545073E0,9.788184960761E-1
8.074249016884E0,9.785042343940E-1
8.303967039005E0,9.781270660869E-1
