#' @name Eryca sensor
#' @note
#' TOCON_Blue.
#' pre-amplified GaP blue light detector.
#' Manufacturer: sglux GmbH, Max-Planck-Str. 3, D-12489 Berlin.
#' Digitized with 'DigitizeIt' from manufacturer's specifications. This are approximate
#' data, both because of the digitizing process, and because they are
#' either typical values or for a particular sensor unit. Individual sensor units
#' are expected to differ to some degree in spectral response.
#'
#' @references
#' sglux ERYCA sensor data sheet
#' \url{http://www.sglux.de/}
#'
angle.deg,response
8.473403397139E0,9.777805641396E-1
8.645425584102E0,9.773766700728E-1
8.908128082240E0,9.767575779904E-1
9.071308442011E0,9.763491596374E-1
9.248581394536E0,9.759245933333E-1
9.415292829468E0,9.755326603740E-1
9.585501373253E0,9.749806985717E-1
9.850286942536E0,9.737649491243E-1
1.006339880266E1,9.726377656845E-1
1.021999116767E1,9.717502987530E-1
1.072298642964E1,9.690831831579E-1
1.133178812574E1,9.664107676209E-1
1.179389196944E1,9.638864237520E-1
1.192355823018E1,9.630084892911E-1
1.203779237596E1,9.622436461787E-1
1.233711545040E1,9.599239256579E-1
1.256383638458E1,9.582674414400E-1
1.275435821881E1,9.571430481775E-1
1.288169324175E1,9.564207207622E-1
1.349188624278E1,9.529364319509E-1
1.369048722159E1,9.518605030693E-1
1.413895353779E1,9.496690300586E-1
1.429406880476E1,9.489097995208E-1
1.443784438329E1,9.481985764542E-1
1.456658464478E1,9.475379315617E-1
1.490351991632E1,9.455382921831E-1
1.549602457846E1,9.418520552800E-1
1.549602457846E1,9.418520552800E-1
1.580196753814E1,9.400490355490E-1
1.580196753814E1,9.400490355490E-1
1.642012321899E1,9.372832355686E-1
1.670949630383E1,9.358748963276E-1
1.689325956172E1,9.346888859851E-1
1.706553689542E1,9.335802118595E-1
1.721270789361E1,9.326896922731E-1
1.736593010887E1,9.318744937145E-1
1.754989827583E1,9.309028822699E-1
1.780975844804E1,9.293224981104E-1
1.791958453091E1,9.284556064968E-1
1.813543583649E1,9.269082902297E-1
1.828466161981E1,9.261554776665E-1
1.852896593286E1,9.251406134898E-1
1.892780496464E1,9.234172408098E-1
1.907302295021E1,9.225753766849E-1
1.923750441263E1,9.215493610649E-1
1.936814740468E1,9.206870217775E-1
1.958675535761E1,9.191688126746E-1
1.973949371763E1,9.179999658032E-1
1.997193498441E1,9.162341735047E-1
2.012007425360E1,9.149376204612E-1
2.023231063402E1,9.140031392875E-1
2.038112569767E1,9.129351427952E-1
2.053436609992E1,9.119039921333E-1
2.079478352344E1,9.102715033054E-1
2.093420833043E1,9.094122877158E-1
2.110023263560E1,9.080410561414E-1
2.120229240356E1,9.069081147877E-1
2.128510096747E1,9.058406098140E-1
2.141723894554E1,9.040573283211E-1
2.170139100464E1,9.018488574401E-1
2.183950597833E1,9.010292596676E-1
2.187822638189E1,9.008056252592E-1
2.274436467391E1,8.926798629961E-1
2.284772408692E1,8.918534154058E-1
2.296136193953E1,8.910546899224E-1
2.314269238726E1,8.900076369388E-1
2.350130011605E1,8.881849482050E-1
2.423306202460E1,8.800592780184E-1
2.440762172258E1,8.792557881945E-1
2.479530494234E1,8.771420558146E-1
2.487208097717E1,8.761991943034E-1
2.498683146533E1,8.740904842318E-1
2.507120373124E1,8.725193345208E-1
2.516383117434E1,8.713918174922E-1
2.528332533133E1,8.705709541392E-1
2.541931424363E1,8.696850725755E-1
2.573597870257E1,8.681309648351E-1
2.609577027180E1,8.657636528862E-1
2.617774784554E1,8.648506026712E-1
2.626501457601E1,8.635624007323E-1
2.634367843960E1,8.624161387173E-1
2.643018974246E1,8.613583989214E-1
2.655340858167E1,8.602615870861E-1
2.669597742330E1,8.593721516695E-1
2.687781082297E1,8.584138215684E-1
2.713928760412E1,8.568334186068E-1
2.724454840114E1,8.560084084119E-1
2.738811075049E1,8.548298581074E-1
2.748912140277E1,8.537763565577E-1
2.758166563125E1,8.526784547239E-1
2.790510448000E1,8.491453299575E-1
2.809641723582E1,8.479592612686E-1
2.835920257469E1,8.462449039979E-1
2.869813766791E1,8.438630238984E-1
2.883625264161E1,8.430434261259E-1
2.887497304516E1,8.428197917175E-1
2.978949882700E1,8.343683204561E-1
2.989800335828E1,8.333805149898E-1
2.999863648237E1,8.325258175630E-1
3.015723968098E1,8.311986625844E-1
3.031454608966E1,8.298051526401E-1
3.042247876162E1,8.287536183608E-1
3.051199360981E1,8.278861745705E-1
3.072622960963E1,8.258398670543E-1
3.112630599824E1,8.227475208168E-1
3.126311882150E1,8.215404169348E-1
3.136439571866E1,8.203972162225E-1
3.148656243323E1,8.191114629108E-1
3.165080133654E1,8.173657046872E-1
3.200096276067E1,8.148558660651E-1
3.210744122174E1,8.140240103346E-1
3.213884143162E1,8.138029011431E-1
3.221739142477E1,8.128496468927E-1
3.243113562742E1,8.093252537274E-1
3.253496079363E1,8.080930843660E-1
3.295964029752E1,8.058573421033E-1
3.310168712737E1,8.050326177737E-1
3.324446116269E1,8.035158580846E-1
3.334477864906E1,8.016127048209E-1
3.347030601459E1,7.994833801414E-1
3.358448372163E1,7.985738077219E-1
3.372018833964E1,7.977728585699E-1
3.386306732229E1,7.970415472841E-1
3.402028603140E1,7.961692834681E-1
3.416127453228E1,7.950004426982E-1
3.425814210296E1,7.938361723787E-1
3.439580310167E1,7.919172612099E-1
3.446516108977E1,7.909699807966E-1
3.455063680956E1,7.900796678358E-1
3.465528734383E1,7.891136157549E-1
3.484794051983E1,7.875247589679E-1
3.496345751061E1,7.864872082096E-1
3.509197600842E1,7.852345110120E-1
3.522213169172E1,7.840021298130E-1
3.540294830782E1,7.821947247641E-1
3.549013088843E1,7.810506815886E-1
3.558025776895E1,7.797433624069E-1
3.575767645912E1,7.771651078205E-1
3.585705054717E1,7.760089949161E-1
3.605324948032E1,7.748252093737E-1
3.620653528259E1,7.740299131202E-1
3.636491146921E1,7.730985807462E-1
3.647571953576E1,7.723161066472E-1
3.657476068670E1,7.708927654397E-1
3.666791255823E1,7.693156945589E-1
3.674685794162E1,7.681644975306E-1
3.684890290336E1,7.671340527739E-1
3.712269174554E1,7.653204569998E-1
3.726211655253E1,7.644612414102E-1
3.742814085769E1,7.630900098359E-1
3.753020062565E1,7.619570684821E-1
3.761300918957E1,7.608895635084E-1
3.774514716764E1,7.591062820155E-1
3.802929922674E1,7.568978111345E-1
3.815209501608E1,7.560934925786E-1
3.820775793117E1,7.556830117413E-1
3.830721401045E1,7.546272025836E-1
3.848222597296E1,7.524928046578E-1
3.864618546440E1,7.504526949924E-1
3.876528360950E1,7.494584490087E-1
3.900723402956E1,7.480460263961E-1
3.919840205627E1,7.465162002726E-1
3.927225528315E1,7.455115338473E-1
3.941173866132E1,7.433818576276E-1
3.951359152207E1,7.420484058222E-1
3.972265776803E1,7.405878120131E-1
3.982505363748E1,7.395414285765E-1
3.990731280781E1,7.383074080797E-1
4.007378666452E1,7.357943686028E-1
4.015225953888E1,7.346007523168E-1
4.022859457712E1,7.334780642800E-1
4.032186475442E1,7.322706366346E-1
4.041965146871E1,7.311233999546E-1
4.051595343776E1,7.299954914802E-1
4.059661800529E1,7.289845225720E-1
4.070441881643E1,7.276983249602E-1
4.090803388433E1,7.254089845928E-1
4.104579500197E1,7.237782468063E-1
4.113143506624E1,7.228254854357E-1
4.120981620482E1,7.219054841821E-1
4.127120090056E1,7.208272750183E-1
4.133064252198E1,7.174679139526E-1
4.139354624185E1,7.163900415493E-1
4.148413254180E1,7.150682323568E-1
4.156614622244E1,7.138437963134E-1
4.165941746250E1,7.124085674984E-1
4.175410186203E1,7.111530369750E-1
4.184983212784E1,7.099819404874E-1
4.214895330393E1,7.076614302715E-1
4.222329386799E1,7.067009747369E-1
4.230385689707E1,7.029804805997E-1
4.237130928458E1,7.018466230935E-1
4.244742280751E1,7.007331962711E-1
4.252210672026E1,6.995971179096E-1
4.262789374514E1,6.979774189697E-1
4.275920716965E1,6.960171383397E-1
4.283310575862E1,6.950472448308E-1
4.294169377327E1,6.938748685808E-1
4.337186744519E1,6.896897310876E-1
4.345859587820E1,6.886804026236E-1
4.355147823014E1,6.875629366033E-1
4.362441092760E1,6.849357794249E-1
4.368127434794E1,6.820629863218E-1
4.375110599979E1,6.809532602212E-1
4.383509624990E1,6.798361387885E-1
4.390532642472E1,6.788835644554E-1
4.418611364210E1,6.756848358965E-1
4.439153396625E1,6.742372020616E-1
4.448426554802E1,6.733763503915E-1
4.459762530269E1,6.704483460719E-1
4.465448872303E1,6.675755529688E-1
4.472883353157E1,6.664866317127E-1
4.481035938459E1,6.653173915453E-1
4.493459980752E1,6.635961112532E-1
4.513904550951E1,6.611629476914E-1
4.522964750613E1,6.600381549799E-1
4.530571432414E1,6.591223308362E-1
4.552262956601E1,6.567355434314E-1
4.567339611898E1,6.550209991004E-1
4.578009814409E1,6.537660170564E-1
4.588724688056E1,6.525518273551E-1
4.596017957801E1,6.499246701767E-1
4.612534525071E1,6.461047646675E-1
4.620090017910E1,6.450578623088E-1
4.644432733377E1,6.415503520259E-1
4.652008522040E1,6.406341160933E-1
4.663058839528E1,6.398582160517E-1
4.677936885431E1,6.387224928959E-1
4.687557409128E1,6.376822858175E-1
4.705523086572E1,6.338928585317E-1
4.714366349235E1,6.324874763276E-1
4.729034150768E1,6.296694472146E-1
4.748789952603E1,6.255810887723E-1
4.756345445442E1,6.245341864136E-1
4.780688160909E1,6.210266761307E-1
4.788263949573E1,6.201104401981E-1
4.808985689200E1,6.187024169182E-1
4.818258847376E1,6.178415652481E-1
4.829594822843E1,6.149135609285E-1
4.839286330596E1,6.120517139849E-1
4.847979015919E1,6.108786804299E-1
4.854733071859E1,6.099249238719E-1
4.874918687710E1,6.067471094097E-1
4.883755532332E1,6.055927076458E-1
4.894712245866E1,6.042942036846E-1
4.928884981563E1,5.999049681981E-1
4.933934194674E1,5.991772960837E-1
4.940776742349E1,5.982356320955E-1
4.942024773257E1,5.980712817237E-1
4.949788550528E1,5.971617721960E-1
4.962611015809E1,5.946583379664E-1
4.979747732626E1,5.909162758311E-1
4.987838311810E1,5.897867374020E-1
4.995849635543E1,5.886355871911E-1
5.009341852864E1,5.869671069561E-1
5.021671756487E1,5.856744900351E-1
5.050790699700E1,5.832696906705E-1
5.061236558112E1,5.819578047943E-1
5.069113197287E1,5.807811094684E-1
5.076850546413E1,5.795673109851E-1
5.084141504010E1,5.784481286755E-1
5.096787913076E1,5.766692548773E-1
5.117232483274E1,5.742360913155E-1
5.126292682937E1,5.731112986039E-1
5.133899364738E1,5.721954744603E-1
5.155590888924E1,5.698086870555E-1
5.170667544222E1,5.680941427245E-1
5.181263029590E1,5.668035261671E-1
5.188936625564E1,5.658633271653E-1
5.202666175899E1,5.637520949133E-1
5.214335851032E1,5.618118895009E-1
5.221279801364E1,5.608073581798E-1
5.229291125098E1,5.596562079689E-1
5.242783342418E1,5.579877277339E-1
5.255113246042E1,5.566951108129E-1
5.284232189254E1,5.542903114484E-1
5.294678047666E1,5.529784255722E-1
5.302554686842E1,5.518017302462E-1
5.310292035968E1,5.505879317630E-1
5.317582993565E1,5.494687494533E-1
5.330229402630E1,5.476898756551E-1
5.350673972829E1,5.452567120933E-1
5.359734172492E1,5.441319193818E-1
5.367340854293E1,5.432160952382E-1
5.389032378479E1,5.408293078333E-1
5.404109033776E1,5.391147635024E-1
5.414704519145E1,5.378241469450E-1
5.422378115119E1,5.368839479431E-1
5.436107665454E1,5.347727156912E-1
5.447777340587E1,5.328325102787E-1
5.454721290919E1,5.318279789576E-1
5.462732614653E1,5.306768287468E-1
5.476224831973E1,5.290083485118E-1
5.488554735597E1,5.277157315908E-1
5.517673678809E1,5.253109322262E-1
5.528119537221E1,5.239990463500E-1
5.535996176397E1,5.228223510241E-1
5.543733525523E1,5.216085525408E-1
5.551024483120E1,5.204893702311E-1
5.563670892185E1,5.187104964329E-1
5.580244410609E1,5.167364097344E-1
5.589151897952E1,5.157053740943E-1
5.597887169841E1,5.146640531217E-1
5.605517003033E1,5.135924654235E-1
5.614653686914E1,5.119325498310E-1
5.629425105652E1,5.079787070165E-1
5.636755306261E1,5.070106891269E-1
5.644308127819E1,5.060968786945E-1
5.660406086892E1,5.042231312636E-1
5.683159023502E1,5.012210779472E-1
5.690300929343E1,5.001722474885E-1
5.714643644810E1,4.966647372056E-1
5.722219433473E1,4.957485012731E-1
5.743126058069E1,4.942879074640E-1
5.753365645014E1,4.932415240273E-1
5.761591562048E1,4.920075035306E-1
5.778238947718E1,4.894944640536E-1
5.786086235154E1,4.883008477676E-1
5.793719738978E1,4.871781597309E-1
5.803046756708E1,4.859707320855E-1
5.812825428138E1,4.848234954055E-1
5.822455625042E1,4.836955869311E-1
5.830522081796E1,4.826846180229E-1
5.841302162909E1,4.813984204110E-1
5.861142803216E1,4.791644865733E-1
5.870728131171E1,4.780327425338E-1
5.878783182907E1,4.770100076289E-1
5.893847576447E1,4.752437520414E-1
5.916600513057E1,4.722416987251E-1
5.923742418898E1,4.711928682664E-1
5.954028017960E1,4.670021894887E-1
5.965272440664E1,4.660762174616E-1
5.980296176943E1,4.648552581038E-1
5.992033060708E1,4.635955979804E-1
6.003497315971E1,4.621820433503E-1
6.012398519861E1,4.609631229872E-1
6.023287498555E1,4.594184770601E-1
6.030239444288E1,4.584087933421E-1
6.035925786322E1,4.555360002391E-1
6.051862629807E1,4.520645206033E-1
6.060122349247E1,4.511342265206E-1
6.071585167862E1,4.498930106809E-1
6.093234883031E1,4.477414223211E-1
6.108355913482E1,4.461315762820E-1
6.119124252925E1,4.449104850404E-1
6.127917432798E1,4.438813507972E-1
6.133247223831E1,4.410485668861E-1
6.147144706082E1,4.375749576839E-1
6.155235285265E1,4.364454192547E-1
6.163246608999E1,4.352942690439E-1
6.176738826319E1,4.336257888089E-1
6.189068729943E1,4.323331718879E-1
6.218187673155E1,4.299283725233E-1
6.228633531567E1,4.286164866471E-1
6.236737324488E1,4.274107662754E-1
6.243270532157E1,4.264137655196E-1
6.250946035840E1,4.252511500399E-1
6.258557388133E1,4.241377232174E-1
6.265302626884E1,4.230038657113E-1
6.279780786024E1,4.183438424758E-1
6.288700629683E1,4.173006037019E-1
6.297743297138E1,4.162515930877E-1
6.308374667700E1,4.149952399303E-1
6.323563213117E1,4.132731782323E-1
6.335800246300E1,4.118531335385E-1
6.343826527057E1,4.109389306014E-1
6.353570397968E1,4.098563431463E-1
6.376675497560E1,4.062006374082E-1
6.387823967700E1,4.042940431470E-1
6.402491769232E1,4.014760140340E-1
6.421384168069E1,3.973993632724E-1
6.452828116451E1,3.949583452416E-1
6.460262172856E1,3.939978897071E-1
6.468318475765E1,3.902773955698E-1
6.475063714516E1,3.891435380636E-1
6.482675066809E1,3.880301112412E-1
6.490143458084E1,3.868940328798E-1
6.500722160572E1,3.852743339398E-1
6.513853503022E1,3.833140533099E-1
6.521243361919E1,3.823441598009E-1
6.532102163384E1,3.811717835509E-1
6.575119530576E1,3.769866460577E-1
6.583792373877E1,3.759773175937E-1
6.593080609072E1,3.748598515734E-1
6.600373878817E1,3.722326943950E-1
6.606060220851E1,3.693599012919E-1
6.613043386037E1,3.682501751913E-1
6.621442411047E1,3.671330537586E-1
6.628465428529E1,3.661804794255E-1
6.656544150268E1,3.629817508666E-1
6.676432313217E1,3.614582248813E-1
6.688483942118E1,3.603841712954E-1
6.704702877987E1,3.576439174484E-1
6.739438370983E1,3.499181734292E-1
6.746427695821E1,3.488486651307E-1
6.746427695821E1,3.488486651307E-1
6.755979758780E1,3.476617079992E-1
6.764510298448E1,3.466695518013E-1
6.789509990608E1,3.440802399514E-1
6.805272397955E1,3.423179140706E-1
6.815942600467E1,3.410629320265E-1
6.826657474114E1,3.398487423252E-1
6.833950743859E1,3.372215851468E-1
6.850467311128E1,3.334016796376E-1
6.858022803967E1,3.323547772789E-1
6.882365519434E1,3.288472669960E-1
6.889941308098E1,3.279310310635E-1
6.910847932694E1,3.264704372543E-1
6.921087519639E1,3.254240538177E-1
6.929313436672E1,3.241900333210E-1
6.946858551467E1,3.215512161649E-1
6.954351688603E1,3.204957612889E-1
6.961161391153E1,3.195559410328E-1
6.970206171391E1,3.166979092516E-1
6.980357148754E1,3.138646208468E-1
6.992524417568E1,3.125009394059E-1
7.002081083513E1,3.114081365582E-1
7.023772607700E1,3.090213491534E-1
7.037599485383E1,3.074472145402E-1
7.048694078190E1,3.060355997606E-1
7.060941776357E1,3.045458403983E-1
7.069974780101E1,3.033782164932E-1
7.081118411377E1,3.018410994480E-1
7.087998965040E1,3.008186213794E-1
7.095196778134E1,2.997264215546E-1
7.104523902140E1,2.982911927396E-1
7.113992342094E1,2.970356622162E-1
7.123565368675E1,2.958645657286E-1
7.153477486284E1,2.935440555128E-1
7.160911542689E1,2.925835999782E-1
7.168967845598E1,2.888631058409E-1
7.175713084349E1,2.877292483348E-1
7.183324436642E1,2.866158215123E-1
7.190792827917E1,2.854797431509E-1
7.201371530404E1,2.838600442109E-1
7.214502872855E1,2.818997635810E-1
7.221892731752E1,2.809298700720E-1
7.232751533217E1,2.797574938220E-1
7.274625367274E1,2.757007672004E-1
7.283144983153E1,2.746602724754E-1
7.290462188746E1,2.737192863918E-1
7.304343534424E1,2.715726857787E-1
7.317275636495E1,2.694787423626E-1
7.325041158564E1,2.683642888086E-1
7.349383874031E1,2.648567785257E-1
7.356959662694E1,2.639405425931E-1
7.377681402321E1,2.625325193132E-1
7.386954560498E1,2.616716676431E-1
7.398290535965E1,2.587436633235E-1
7.407982043718E1,2.558818163799E-1
7.416674729040E1,2.547087828249E-1
7.423428784981E1,2.537550262669E-1
7.443614400832E1,2.505772118047E-1
7.452451245453E1,2.494228100408E-1
7.462574650974E1,2.481797594586E-1
7.472883907528E1,2.470644312231E-1
7.494533622697E1,2.449128428633E-1
7.503488637204E1,2.439605635428E-1
7.513299349325E1,2.428475618999E-1
7.521489435227E1,2.418088136047E-1
7.532716526606E1,2.403152819125E-1
7.541612097816E1,2.389251395732E-1
7.551362038378E1,2.373392839282E-1
7.562556287917E1,2.357868104745E-1
7.590635009655E1,2.325880819155E-1
7.611177042071E1,2.311404480806E-1
7.620450200247E1,2.302795964105E-1
7.631786175714E1,2.273515920910E-1
7.637472517748E1,2.244787989879E-1
7.644906998603E1,2.233898777317E-1
7.653059583904E1,2.222206375644E-1
7.665483626197E1,2.204993572723E-1
7.685928196396E1,2.180661937105E-1
7.694988396059E1,2.169414009989E-1
7.702595077859E1,2.160255768553E-1
7.724286602046E1,2.136387894505E-1
7.739363257343E1,2.119242451195E-1
7.749958742712E1,2.106336285621E-1
7.757632338685E1,2.096934295603E-1
7.771361889021E1,2.075821973083E-1
7.783031564154E1,2.056419918959E-1
7.789975514486E1,2.046374605748E-1
7.797986838219E1,2.034863103639E-1
7.811479055540E1,2.018178301289E-1
7.823808959164E1,2.005252132079E-1
7.852927902376E1,1.981204138434E-1
7.863373760788E1,1.968085279672E-1
7.871477553708E1,1.956028075955E-1
7.878010761378E1,1.946058068396E-1
7.885686265060E1,1.934431913599E-1
7.893297617353E1,1.923297645375E-1
7.900042856104E1,1.911959070313E-1
7.914521015245E1,1.865358837958E-1
7.923440858904E1,1.854926450220E-1
7.932483526358E1,1.844436344077E-1
7.943114896921E1,1.831872812503E-1
7.962955537227E1,1.809533474126E-1
7.972540865183E1,1.798216033731E-1
7.980595916919E1,1.787988684683E-1
7.995660310459E1,1.770326128808E-1
8.015567734895E1,1.745295564171E-1
8.024616420470E1,1.732121471340E-1
8.031426452781E1,1.722576342022E-1
8.040471233019E1,1.693996024210E-1
8.056124397290E1,1.655914045924E-1
8.087568345671E1,1.631503865617E-1
8.095002402077E1,1.621899310271E-1
8.103058704986E1,1.584694368899E-1
8.114322534627E1,1.566571909371E-1
8.124249496238E1,1.553026374771E-1
8.132187553787E1,1.541659241554E-1
8.137873895821E1,1.512931310524E-1
8.148024873183E1,1.484598426476E-1
8.158624496134E1,1.473318653325E-1
8.167310790881E1,1.463644149555E-1
8.178946322160E1,1.446756509371E-1
8.188047203507E1,1.427276743877E-1
8.205521277648E1,1.395972702352E-1
8.217086279414E1,1.382569066786E-1
8.227956213780E1,1.370201628674E-1
8.235249483525E1,1.343930056890E-1
8.251766050794E1,1.305731001798E-1
8.259321543633E1,1.295261978211E-1
8.283664259100E1,1.260186875382E-1
8.291240047764E1,1.251024516057E-1
8.311961787391E1,1.236944283257E-1
8.321234945567E1,1.228335766556E-1
8.332570921034E1,1.199055723361E-1
8.348260713232E1,1.162427289377E-1
8.355704578463E1,1.152544898207E-1
8.362514281013E1,1.143146695647E-1
8.371559061252E1,1.114566377834E-1
8.377245403286E1,1.085838446804E-1
8.385183460834E1,1.074471313587E-1
8.392576597863E1,1.064457614711E-1
8.399629013336E1,1.054141894521E-1
8.406374252087E1,1.042803319460E-1
8.417045360215E1,1.002839026262E-1
8.426200365740E1,9.919950540229E-2
8.451738276475E1,9.732784613006E-2
8.463143060002E1,9.618172773031E-2
8.468961724053E1,9.335016641487E-2
8.484651516251E1,8.968732301649E-2
8.491834325713E1,8.875812207283E-2
8.508800883809E1,8.627197703824E-2
8.528424486975E1,8.237606362660E-2
8.536498826157E1,8.144096050744E-2
8.556689723965E1,7.824727359977E-2
8.565468943300E1,7.698920349715E-2
8.575229967568E1,7.567841661699E-2
8.587108097670E1,7.427769949880E-2
8.597978032035E1,7.304095568768E-2
8.605271301781E1,7.041379850927E-2
8.620961093978E1,6.675095511090E-2
8.628404959210E1,6.576271599395E-2
8.635214661760E1,6.482289573787E-2
8.649221568935E1,6.088954501358E-2
8.660050809341E1,5.884683688911E-2
8.682037755841E1,5.730252913558E-2
8.691310914018E1,5.644167746548E-2
8.702646889485E1,5.351367314591E-2
8.714332141801E1,4.975565952744E-2
8.722014388641E1,4.870798266894E-2
8.729908087130E1,4.764877289603E-2
8.752167177496E1,4.398573136068E-2
8.759393834717E1,4.289900813412E-2
8.767274206125E1,4.185434190637E-2
8.784015190559E1,3.923605681785E-2
8.793949213005E1,3.730138349614E-2
8.810206590846E1,3.489429688216E-2
8.818712852034E1,3.395656179416E-2
8.826901444296E1,3.303130275129E-2
8.834540438168E1,3.180341880416E-2
8.838602306315E1,3.035075822295E-2
8.844915757678E1,2.698043097235E-2
8.851630455896E1,2.537652393087E-2
8.860064646428E1,2.400850672857E-2
8.878941647890E1,2.092191186958E-2
8.888723319926E1,1.813948372726E-2
8.894955296791E1,1.674409253037E-2
8.903020190060E1,1.531464353506E-2
8.907233094014E1,1.368056426412E-2
8.907260169111E1,1.247421825892E-2
8.907287244208E1,1.126787225372E-2
8.907314319306E1,1.006152624852E-2
8.907353427780E1,8.319026463228E-3
