angle,response
-8.039650212172E1,8.614354259520E-2
-8.025971330409E1,8.868384710403E-2
-8.019207478959E1,8.985689842715E-2
-8.009318157128E1,9.129087088579E-2
-7.997397996046E1,9.279016071738E-2
-7.986476157647E1,9.412973464355E-2
-7.978245539542E1,9.519704216475E-2
-7.970009262775E1,9.630422088132E-2
-7.956879790369E1,9.800484007060E-2
-7.942540213067E1,9.972149232292E-2
-7.933625738652E1,1.007133336165E-1
-7.919810364350E1,1.022717214012E-1
-7.906837368143E1,1.037012876015E-1
-7.890632697256E1,1.054193968682E-1
-7.878737185769E1,1.069260130320E-1
-7.861746447469E1,1.092009533470E-1
-7.851871306589E1,1.107256732729E-1
-7.842564788951E1,1.122744185372E-1
-7.836889379991E1,1.133802216735E-1
-7.831215235004E1,1.145448529994E-1
-7.823823255650E1,1.159561215798E-1
-7.808664481557E1,1.188786266958E-1
-7.800254540658E1,1.205168779476E-1
-7.790987052190E1,1.222247725804E-1
-7.790893532607E1,1.222186443559E-1
-7.784173774867E1,1.232758680453E-1
-7.774771905052E1,1.246498893769E-1
-7.765940057253E1,1.259367802692E-1
-7.759220839577E1,1.270152071279E-1
-7.749961883981E1,1.284457270459E-1
-7.742922905037E1,1.296021879880E-1
-7.735656259991E1,1.308323140087E-1
-7.722196869279E1,1.330987769597E-1
-7.716120649445E1,1.341374654942E-1
-7.707590824832E1,1.354898101038E-1
-7.696754568063E1,1.372061324575E-1
-7.685452935319E1,1.391042467910E-1
-7.675660185833E1,1.407689110995E-1
-7.665122419144E1,1.426452169320E-1
-7.659197828307E1,1.436927393831E-1
-7.639618722776E1,1.474679104650E-1
-7.616011588066E1,1.516571159187E-1
-7.608866587845E1,1.529052580822E-1
-7.601473409703E1,1.541862128741E-1
-7.577669257802E1,1.583780662356E-1
-7.561610529587E1,1.615005813937E-1
-7.539443033965E1,1.655816286903E-1
-7.531362543796E1,1.670046825785E-1
-7.525525729021E1,1.680403619535E-1
-7.502297817647E1,1.720815623372E-1
-7.482658063876E1,1.758754368969E-1
-7.477578377585E1,1.769729830450E-1
-7.471056951043E1,1.784344723405E-1
-7.464849690155E1,1.798116100593E-1
-7.456887412099E1,1.816252144143E-1
-7.446687577855E1,1.839498841435E-1
-7.441922368268E1,1.850026055623E-1
-7.425861140136E1,1.884430167157E-1
-7.407207074636E1,1.920929534375E-1
-7.387445492664E1,1.957684354212E-1
-7.362442123711E1,1.996195216695E-1
-7.342182293982E1,2.024661178831E-1
-7.334306854187E1,2.035155723737E-1
-7.325309570462E1,2.047867173033E-1
-7.313892237246E1,2.064183211696E-1
-7.288207828393E1,2.107432719473E-1
-7.266731858153E1,2.148459896466E-1
-7.251237834031E1,2.179447603341E-1
-7.228056621655E1,2.222852941809E-1
-7.219976131486E1,2.237083480691E-1
-7.214139316710E1,2.247440274441E-1
-7.191283693020E1,2.287609951711E-1
-7.168381789579E1,2.328465746468E-1
-7.160821089173E1,2.342070060377E-1
-7.150930580183E1,2.359788175446E-1
-7.141764992710E1,2.376262388320E-1
-7.133947610082E1,2.390126410958E-1
-7.109920665180E1,2.431143401323E-1
-7.100932988226E1,2.444482596817E-1
-7.084907626430E1,2.467637610877E-1
-7.072476979535E1,2.484782867936E-1
-7.058917970284E1,2.503609541820E-1
-7.046190018422E1,2.521562266146E-1
-7.034356788243E1,2.540230536163E-1
-7.026347014708E1,2.553958360799E-1
-7.019222994304E1,2.567461937513E-1
-7.011287012868E1,2.585049094488E-1
-7.006196270200E1,2.597689044784E-1
-7.000334384589E1,2.613483497093E-1
-7.000266662701E1,2.613566613875E-1
-6.995790261358E1,2.627864153244E-1
-6.995722234311E1,2.627864198888E-1
-6.989149912411E1,2.650247671969E-1
-6.980293578826E1,2.675307575178E-1
-6.974068425855E1,2.691149302772E-1
-6.965385594578E1,2.712265592560E-1
-6.956260737559E1,2.733660901855E-1
-6.950831743939E1,2.745637595625E-1
-6.941249045287E1,2.766173096769E-1
-6.939546157500E1,2.769873308656E-1
-6.933690418412E1,2.781996328432E-1
-6.922968476333E1,2.803868293267E-1
-6.916878593050E1,2.814564988416E-1
-6.892538311903E1,2.852488801433E-1
-6.880962298483E1,2.869430395591E-1
-6.870818844005E1,2.884198063968E-1
-6.868492593159E1,2.887652359135E-1
-6.857499517381E1,2.902948106458E-1
-6.845117706838E1,2.920093589928E-1
-6.832844520542E1,2.938196877006E-1
-6.817734685846E1,2.961374570721E-1
-6.809867419642E1,2.973918028410E-1
-6.802449987064E1,2.985741585612E-1
-6.795895631177E1,2.996982650016E-1
-6.795801667397E1,2.997044647910E-1
-6.788001199116E1,3.010824486792E-1
-6.776842136428E1,3.031077361651E-1
-6.760109462428E1,3.062315286853E-1
-6.753560337389E1,3.074939604289E-1
-6.745818070531E1,3.089483798112E-1
-6.734947917728E1,3.108944663396E-1
-6.722477835499E1,3.130889829097E-1
-6.711151521087E1,3.150656386529E-1
-6.702477558729E1,3.164433005517E-1
-6.690922425773E1,3.180407660624E-1
-6.674161784926E1,3.203398630846E-1
-6.653853002488E1,3.230940990969E-1
-6.644192884553E1,3.244326257621E-1
-6.631343986834E1,3.261914866307E-1
-6.601950004073E1,3.315205734181E-1
-6.593269943751E1,3.332913922081E-1
-6.586109421283E1,3.348123804504E-1
-6.575213177158E1,3.373380753665E-1
-6.565528267027E1,3.394696239529E-1
-6.552108954735E1,3.423280733019E-1
-6.545314666829E1,3.438090552822E-1
-6.533893834126E1,3.462483591452E-1
-6.528182412484E1,3.473798833423E-1
-6.508531610576E1,3.509919121722E-1
-6.501336231025E1,3.521710183841E-1
-6.489742542066E1,3.540050251686E-1
-6.478780680652E1,3.556110234425E-1
-6.468525716568E1,3.570911875597E-1
-6.453571491601E1,3.592025000237E-1
-6.443533832202E1,3.606563971522E-1
-6.424863728045E1,3.634318305396E-1
-6.416965655822E1,3.646697458896E-1
-6.402268435030E1,3.670604414200E-1
-6.394912487546E1,3.682852131189E-1
-6.386436592364E1,3.697974210133E-1
-6.378940805695E1,3.711422866725E-1
-6.372529048283E1,3.722925897568E-1
-6.361254875953E1,3.743300626774E-1
-6.353317189227E1,3.757839238542E-1
-6.341598329250E1,3.779304812855E-1
-6.335078512865E1,3.791132667808E-1
-6.316791832652E1,3.824611478794E-1
-6.308459377357E1,3.839733461495E-1
-6.301094202617E1,3.853182030451E-1
-6.294682445205E1,3.864685061295E-1
-6.279652871433E1,3.891385689655E-1
-6.272496863810E1,3.903855321562E-1
-6.259968114197E1,3.925675804918E-1
-6.248562435498E1,3.946071492015E-1
-6.241527444778E1,3.958544712938E-1
-6.234315270512E1,3.972178207136E-1
-6.225026736546E1,3.989832180183E-1
-6.215593828549E1,4.007019151802E-1
-6.202340003140E1,4.030942367345E-1
-6.188228386177E1,4.055584406049E-1
-6.180463331179E1,4.068974874280E-1
-6.171585093138E1,4.084886007705E-1
-6.164133624047E1,4.098530761579E-1
-6.157700489053E1,4.110197245948E-1
-6.143501623860E1,4.136254570848E-1
-6.136526636483E1,4.148727751511E-1
-6.121999255583E1,4.174407494261E-1
-6.108922946308E1,4.196395807848E-1
-6.100333776056E1,4.209183554118E-1
-6.086971796166E1,4.228410342384E-1
-6.076122552684E1,4.243991896255E-1
-6.056260244747E1,4.271300008809E-1
-6.047417333518E1,4.283692237490E-1
-6.039513631527E1,4.295385615387E-1
-6.024470286603E1,4.318315141693E-1
-6.015138029442E1,4.334021919952E-1
-6.004715817455E1,4.352333429410E-1
-5.999004835138E1,4.363860567381E-1
-5.992616143615E1,4.377206341088E-1
-5.987300139705E1,4.387757543573E-1
-5.978665057529E1,4.405513176582E-1
-5.964171243909E1,4.436857608728E-1
-5.958573109947E1,4.448547323690E-1
-5.946926824348E1,4.474859473981E-1
-5.929398627823E1,4.514050101148E-1
-5.922642349277E1,4.527484505632E-1
-5.913971777830E1,4.543783717459E-1
-5.905974553121E1,4.556727536312E-1
-5.887602377839E1,4.584495048969E-1
-5.878267368553E1,4.597030984894E-1
-5.863824549242E1,4.614677107888E-1
-5.853055195099E1,4.626025152053E-1
-5.830976603289E1,4.648491137578E-1
-5.811373493779E1,4.668447311480E-1
-5.787081150763E1,4.696278614024E-1
-5.775106844693E1,4.712715653160E-1
-5.762409522924E1,4.733200029858E-1
-5.754833173373E1,4.745746035182E-1
-5.749245915360E1,4.757533855510E-1
-5.744175635071E1,4.768288111519E-1
-5.738486235214E1,4.781338622538E-1
-5.732067904478E1,4.796031220528E-1
-5.726361383126E1,4.809256045392E-1
-5.717949850665E1,4.827386614834E-1
-5.710160107443E1,4.840972499861E-1
-5.696214866843E1,4.863022281512E-1
-5.688133341142E1,4.874528923206E-1
-5.675142938783E1,4.892770615335E-1
-5.662151193874E1,4.910402635159E-1
-5.651790403800E1,4.924764020062E-1
-5.640827589639E1,4.940100663404E-1
-5.614177173755E1,5.006772055285E-1
-5.606186540467E1,5.019397370738E-1
-5.598778629915E1,5.030197985719E-1
-5.587472579721E1,5.044985037416E-1
-5.579807572245E1,5.055058090839E-1
-5.559236100779E1,5.092349561126E-1
-5.554060081317E1,5.104486136251E-1
-5.548171893635E1,5.118345535066E-1
-5.543687903055E1,5.129295429683E-1
-5.537427735203E1,5.143987921552E-1
-5.531721213851E1,5.157212746416E-1
-5.523734672367E1,5.174935524687E-1
-5.516805293995E1,5.187793751035E-1
-5.503308176734E1,5.209997086040E-1
-5.493695604081E1,5.224565829852E-1
-5.481272723897E1,5.243183143186E-1
-5.460118236121E1,5.273217461599E-1
-5.451523550379E1,5.285138055394E-1
-5.440143704683E1,5.301041076079E-1
-5.432886030264E1,5.311665707593E-1
-5.421009238734E1,5.328495686700E-1
-5.411962152263E1,5.341403164925E-1
-5.403765957188E1,5.353137944708E-1
-5.395931801875E1,5.364541425068E-1
-5.383899570795E1,5.381428956201E-1
-5.371704257357E1,5.398081391798E-1
-5.362689769721E1,5.410746451932E-1
-5.353318859885E1,5.423720678556E-1
-5.334396083840E1,5.451475181963E-1
-5.326395971047E1,5.463854403928E-1
-5.309304165075E1,5.491793425278E-1
-5.299067539875E1,5.510382596778E-1
-5.291226197312E1,5.525989014657E-1
-5.283999237085E1,5.540524860354E-1
-5.277608759146E1,5.553492865458E-1
-5.270607466756E1,5.567338679172E-1
-5.264311531919E1,5.579880073250E-1
-5.256863984427E1,5.592218398060E-1
-5.242767310001E1,5.613991677619E-1
-5.235881266660E1,5.623985925372E-1
-5.222391263113E1,5.644599232460E-1
-5.210844580914E1,5.662170020993E-1
-5.199019675036E1,5.679301104830E-1
-5.182272998787E1,5.703031776798E-1
-5.172359596288E1,5.714127963998E-1
-5.153693471615E1,5.731741212698E-1
-5.139492419047E1,5.744132655558E-1
-5.123800844974E1,5.758852357518E-1
-5.110630341675E1,5.771370220143E-1
-5.101160039437E1,5.780898578694E-1
-5.092437401824E1,5.790549890849E-1
-5.079952752092E1,5.807722634724E-1
-5.071611007046E1,5.820211282089E-1
-5.063053536373E1,5.835444473822E-1
-5.054091721943E1,5.853126323743E-1
-5.047703892117E1,5.867324196671E-1
-5.042663087546E1,5.878168942163E-1
-5.037647281208E1,5.889077817688E-1
-5.030077615592E1,5.904240381516E-1
-5.024859309270E1,5.915006627352E-1
-5.017190912190E1,5.930093755311E-1
-5.012132524814E1,5.940843477368E-1
-5.004464127735E1,5.955930605327E-1
-4.999158358066E1,5.966696909847E-1
-4.993171016338E1,5.977719849280E-1
-4.985820178656E1,5.991039266266E-1
-4.979841372751E1,6.001570760063E-1
-4.973815556666E1,6.012003451803E-1
-4.958211457282E1,6.039353339680E-1
-4.952185641198E1,6.049786031420E-1
-4.946206835292E1,6.060317525216E-1
-4.938855997610E1,6.073636942203E-1
-4.931315813346E1,6.087073933056E-1
-4.923598397385E1,6.100763463610E-1
-4.912963211126E1,6.118450091297E-1
-4.897928433000E1,6.141144680758E-1
-4.887889316772E1,6.154666527312E-1
-4.875274444863E1,6.172353809169E-1
-4.862896144194E1,6.190251257984E-1
-4.853306801488E1,6.204809038768E-1
-4.841805291458E1,6.222669066080E-1
-4.830468847082E1,6.240354418123E-1
-4.820253370197E1,6.256178042055E-1
-4.811921235044E1,6.269223094896E-1
-4.800139475307E1,6.287037670904E-1
-4.787819425754E1,6.305651951920E-1
-4.779186144606E1,6.319048745490E-1
-4.771798541952E1,6.330654976393E-1
-4.760277746096E1,6.347877644799E-1
-4.747799853354E1,6.365139295998E-1
-4.735632096341E1,6.382170695389E-1
-4.722488510356E1,6.399432793243E-1
-4.712509674823E1,6.412433166918E-1
-4.699894802914E1,6.430120448775E-1
-4.687516502245E1,6.448017897590E-1
-4.674322913370E1,6.467802757528E-1
-4.667434211660E1,6.478974611824E-1
-4.656506425988E1,6.497298732777E-1
-4.647993238532E1,6.510994340033E-1
-4.635532844154E1,6.529583245125E-1
-4.626182759337E1,6.541143589366E-1
-4.611731518527E1,6.556931245320E-1
-4.601810043477E1,6.567380932804E-1
-4.583575986785E1,6.584118116179E-1
-4.566749678483E1,6.599810681984E-1
-4.550787360401E1,6.615483854870E-1
-4.534688820996E1,6.632850255971E-1
-4.520245638768E1,6.651025151958E-1
-4.513812237978E1,6.661520379716E-1
-4.502722701952E1,6.681136802788E-1
-4.492514056173E1,6.700203806864E-1
-4.480540357404E1,6.723422830799E-1
-4.473597868296E1,6.737583431034E-1
-4.466736658746E1,6.751019966322E-1
-4.459681252810E1,6.764339185085E-1
-4.451129703298E1,6.778972295396E-1
-4.437342878582E1,6.801042148736E-1
-4.427081114425E1,6.816330004093E-1
-4.417268609533E1,6.830885799895E-1
-4.404728940996E1,6.850134126518E-1
-4.396590724379E1,6.862688851078E-1
-4.389961281316E1,6.872779157405E-1
-4.381010696201E1,6.884738441054E-1
-4.367572626638E1,6.899881062753E-1
-4.353188403041E1,6.913611128815E-1
-4.342828737141E1,6.922508177210E-1
-4.328554827602E1,6.935010548479E-1
-4.318565929212E1,6.944276527922E-1
-4.305988797352E1,6.956072262196E-1
-4.293371585968E1,6.970052698204E-1
-4.276998627861E1,6.992606594706E-1
-4.267651222070E1,7.006362276015E-1
-4.259116505698E1,7.021614693310E-1
-4.248906072480E1,7.040541067156E-1
-4.240900031106E1,7.054478886544E-1
-4.229744594151E1,7.072484857257E-1
-4.220612694530E1,7.086196399404E-1
-4.211529251749E1,7.100335436444E-1
-4.199958305041E1,7.118232343556E-1
-4.190593227325E1,7.132789973867E-1
-4.179091717295E1,7.150650001179E-1
-4.169690293620E1,7.165438074109E-1
-4.162285550044E1,7.175997562047E-1
-4.148436603901E1,7.194468403402E-1
-4.139020344907E1,7.205713669798E-1
-4.116185991523E1,7.233589497242E-1
-4.105970996361E1,7.246096702585E-1
-4.097618294337E1,7.256635464606E-1
-4.085257826576E1,7.273184309179E-1
-4.078164710896E1,7.283588419500E-1
-4.066882562451E1,7.300914057324E-1
-4.057656481704E1,7.315604321735E-1
-4.050040815088E1,7.328363438809E-1
-4.040581144183E1,7.345067673633E-1
-4.030525591818E1,7.362365189846E-1
-4.018151006921E1,7.381064839910E-1
-4.003546438017E1,7.400499184492E-1
-3.990576077776E1,7.415873627901E-1
-3.967021620358E1,7.442631803841E-1
-3.955233192794E1,7.455154302461E-1
-3.944701224612E1,7.466506948328E-1
-3.924447849526E1,7.488033518445E-1
-3.912292753842E1,7.501832736084E-1
-3.898299930513E1,7.518072299043E-1
-3.880799238485E1,7.539099059488E-1
-3.870872589919E1,7.551130583579E-1
-3.861969327728E1,7.563013470229E-1
-3.845598262923E1,7.584613397646E-1
-3.836060477948E1,7.597437979281E-1
-3.825947526071E1,7.610907799544E-1
-3.816690981672E1,7.623776235036E-1
-3.805099184047E1,7.640392663693E-1
-3.789423690906E1,7.662285142246E-1
-3.781976603578E1,7.672263124081E-1
-3.770778395962E1,7.685615912033E-1
-3.763004706476E1,7.694748450776E-1
-3.752425590360E1,7.706046237310E-1
-3.747228164980E1,7.710890504138E-1
-3.738518363689E1,7.720022996883E-1
-3.726129067819E1,7.733130041650E-1
-3.716241138426E1,7.744684043868E-1
-3.702024078807E1,7.763296542019E-1
-3.694605144298E1,7.774455112287E-1
-3.681009482473E1,7.798257908719E-1
-3.671925207519E1,7.814114000311E-1
-3.654218425199E1,7.839600067163E-1
-3.629766508975E1,7.869570230319E-1
-3.596975738790E1,7.906542132837E-1
-3.586514439412E1,7.917618576939E-1
-3.576838114537E1,7.927279098082E-1
-3.565280579211E1,7.938156069969E-1
-3.551402576306E1,7.951042467577E-1
-3.541257914549E1,7.960447016020E-1
-3.530782333120E1,7.971993115871E-1
-3.512506485529E1,7.993441500182E-1
-3.503970441613E1,8.002911721533E-1
-3.480966184006E1,8.028830292449E-1
-3.464778600293E1,8.046313371804E-1
-3.449480083613E1,8.062549166106E-1
-3.438065160237E1,8.074063602753E-1
-3.419192240867E1,8.093269753662E-1
-3.408377042333E1,8.104292651541E-1
-3.397814370708E1,8.116546397482E-1
-3.379746264508E1,8.136712372734E-1
-3.365381414452E1,8.151311698317E-1
-3.354997199135E1,8.161441684858E-1
-3.339452663708E1,8.176156416542E-1
-3.322731599213E1,8.190671040273E-1
-3.307455067796E1,8.203194102217E-1
-3.294834314193E1,8.213552016028E-1
-3.280825823462E1,8.226267886387E-1
-3.268556898622E1,8.238216857397E-1
-3.257192095980E1,8.249471294004E-1
-3.247063280927E1,8.259843806711E-1
-3.227092936238E1,8.280853196029E-1
-3.201814237338E1,8.306811474195E-1
-3.171201991688E1,8.348131497483E-1
-3.162626378819E1,8.360891625069E-1
-3.143061421312E1,8.388713348186E-1
-3.130404682194E1,8.405170751620E-1
-3.120155910676E1,8.417461632270E-1
-3.083476573694E1,8.454287553852E-1
-3.053853779415E1,8.475153573259E-1
-3.034896582808E1,8.487916988819E-1
-3.019615856407E1,8.498938319115E-1
-3.001900660394E1,8.513505582710E-1
-2.978588678778E1,8.537836845372E-1
-2.954830921332E1,8.568629475476E-1
-2.934611454639E1,8.592522416636E-1
-2.923352927611E1,8.603122205966E-1
-2.911322062663E1,8.613036750850E-1
-2.896944260419E1,8.623524122439E-1
-2.883669675827E1,8.632917697590E-1
-2.869088161707E1,8.642495626934E-1
-2.853085733767E1,8.653148047017E-1
-2.833483514084E1,8.666483472679E-1
-2.819300977931E1,8.678159318947E-1
-2.807903757502E1,8.688425521757E-1
-2.781226408869E1,8.711443959181E-1
-2.769229691288E1,8.723448788522E-1
-2.621826493271E1,8.840459104001E-1
-2.619289349766E1,8.843630680989E-1
-2.609819691422E1,8.853403518351E-1
-2.582777347934E1,8.881754312241E-1
-2.572131553960E1,8.891684079118E-1
-2.550742362926E1,8.913349213231E-1
-2.544779715198E1,8.920958494183E-1
-2.442948609204E1,8.991381089845E-1
-2.439007240423E1,8.998452977874E-1
-2.430059850001E1,9.016107935444E-1
-2.256094705475E1,9.159138915659E-1
-2.009735516545E1,9.261156475003E-1
-2.009735516545E1,9.261156475003E-1
-1.963193918974E1,9.425035923701E-1
-1.523177257278E1,9.642722461987E-1
-1.101394800861E1,9.824164881778E-1
-6.610232154609E0,9.945233300717E-1
-2.755317077499E0,1.000587842384E0
-5.597787868555E-1,1.000816634851E0
-3.210740237719E-1,1.000911885848E0
-1.161011259945E-1,1.000877761158E0
3.258500639021E-1,1.000765609778E0
5.776425171577E-1,1.000730567284E0
7.873687332326E-1,1.000705001972E0
1.041956494916E0,1.000739348838E0
1.303101209770E0,1.000763305126E0
1.737062053640E0,1.000613373732E0
2.109788700182E0,1.000077569413E0
2.306947844134E0,9.995684825599E-1
2.477493914510E0,9.989589837019E-1
2.772816935999E0,9.978967539959E-1
2.995653442258E0,9.971886657612E-1
3.159355198467E0,9.968416474939E-1
3.368259354971E0,9.967570513766E-1
3.698079883539E0,9.969296790152E-1
3.947597175668E0,9.970821363805E-1
4.170436034675E0,9.971319407232E-1
4.379959338703E0,9.971333465425E-1
4.609074432199E0,9.971348838150E-1
4.886974974395E0,9.970723361771E-1
5.117751389501E0,9.968604748066E-1
5.400575556651E0,9.961831034619E-1
5.561248837933E0,9.957464493848E-1
5.911611045269E0,9.947444895144E-1
6.138786030631E0,9.941925251537E-1
6.336243583834E0,9.937928522374E-1
6.740278868489E0,9.931619985053E-1
7.036937712730E0,9.927049399211E-1
7.241461722816E0,9.922312929644E-1
7.440139804765E0,9.917427298714E-1
7.640885487512E0,9.911025803361E-1
7.896002980681E0,9.900833584197E-1
8.065490700359E0,9.893965352106E-1
8.329688152130E0,9.883794510008E-1
8.545616857944E0,9.876393865677E-1
8.733684913188E0,9.869625550968E-1
8.949869190823E0,9.861536477857E-1
9.151013541984E0,9.853948519923E-1
9.430137369443E0,9.843829276986E-1
9.665143252656E0,9.835153931570E-1
9.850849329399E0,9.827854314069E-1
1.001052709053E1,9.821551874776E-1
1.018903103617E1,9.814829365084E-1
1.035715662943E1,9.808571297019E-1
1.057461700190E1,9.800875558181E-1
1.075802151052E1,9.794301472613E-1
1.092464685365E1,9.788460682928E-1
1.116305781859E1,9.780504677260E-1
1.131783454665E1,9.775509451342E-1
1.149607335233E1,9.769284009341E-1
1.165123634365E1,9.763009727786E-1
1.180062920730E1,9.756541048050E-1
1.219501095730E1,9.737479058357E-1
1.378945137176E1,9.620515083025E-1
1.544738872279E1,9.487776082579E-1
1.617614370252E1,9.430775836393E-1
1.637659410459E1,9.425922583124E-1
1.683867454645E1,9.406027804014E-1
1.719863278796E1,9.382225568027E-1
1.732970208825E1,9.374443654333E-1
1.746006439013E1,9.367357697528E-1
1.764285482729E1,9.357561314185E-1
1.779961879054E1,9.349813032567E-1
1.797684873782E1,9.341744490862E-1
1.811463664312E1,9.334767052501E-1
1.828843110251E1,9.322887823236E-1
1.844577974700E1,9.312572252554E-1
1.858518583815E1,9.303150743094E-1
1.871862836046E1,9.294480559896E-1
1.908539490953E1,9.270808937443E-1
1.921124014294E1,9.262029889794E-1
1.958026023917E1,9.237237902455E-1
1.978625271289E1,9.224792004284E-1
1.978693134019E1,9.224836780541E-1
1.995886845026E1,9.216274351355E-1
1.999932168804E1,9.213939131646E-1
2.019819560095E1,9.204662787666E-1
2.040492336926E1,9.195387292701E-1
2.056387889503E1,9.188638678188E-1
2.075081262307E1,9.179683851440E-1
2.096035444349E1,9.166377038888E-1
2.108255321945E1,9.157337495094E-1
2.134675745468E1,9.135792636191E-1
2.148967067534E1,9.122048863777E-1
2.207731223672E1,9.075435908356E-1
2.220223823647E1,9.067970818769E-1
2.238091678932E1,9.057830653602E-1
2.261652406420E1,9.044621294027E-1
2.283541134258E1,9.031145015586E-1
2.305127333845E1,9.016373961785E-1
2.324736526355E1,9.002414402634E-1
2.350753307566E1,8.981348235725E-1
2.372088811266E1,8.961861056677E-1
2.415049966117E1,8.922956767922E-1
2.427354435836E1,8.913618862166E-1
2.439841281843E1,8.904080190015E-1
2.452442301265E1,8.895036070498E-1
2.495389235233E1,8.862730294796E-1
2.505068492114E1,8.853602182817E-1
2.533086814720E1,8.825559242809E-1
2.543005522802E1,8.813473065222E-1
2.585248351574E1,8.766791594142E-1
2.611594828218E1,8.742679837926E-1
2.623472394745E1,8.732524031949E-1
2.635168465787E1,8.723502171986E-1
2.683747871300E1,8.691062739075E-1
2.708586454724E1,8.675023456986E-1
2.732153254765E1,8.659878756230E-1
2.782625085179E1,8.624285168458E-1
2.800066860278E1,8.609893943422E-1
2.811456156368E1,8.600003132543E-1
2.815052977080E1,8.596335253083E-1
2.826514681278E1,8.584996036934E-1
2.842904547635E1,8.568269436209E-1
2.854121821180E1,8.556410540654E-1
2.866746394420E1,8.543062810480E-1
2.883101336009E1,8.526478533694E-1
2.895559565933E1,8.514028520794E-1
2.906186510966E1,8.502987093861E-1
2.949231419455E1,8.457154158939E-1
2.952780896188E1,8.453492799325E-1
2.962379219545E1,8.444238324809E-1
2.968900421703E1,8.437683242815E-1
2.982053803843E1,8.425131681090E-1
3.011158754601E1,8.397096814637E-1
3.022999303086E1,8.385424972979E-1
3.033630897615E1,8.374581078134E-1
3.056421441922E1,8.351712004700E-1
3.076651638698E1,8.331334955225E-1
3.096486352652E1,8.311209705395E-1
3.110796942950E1,8.296364234002E-1
3.119621560370E1,8.286552449355E-1
3.132998994041E1,8.271122244772E-1
3.171355240103E1,8.217412407370E-1
3.177995821489E1,8.207679604106E-1
3.179598543049E1,8.205250527079E-1
3.185146053766E1,8.196768059769E-1
3.188191502956E1,8.192259976989E-1
3.195900556764E1,8.180682033392E-1
3.195900556764E1,8.180682033392E-1
3.210865228826E1,8.159817505519E-1
3.223643840495E1,8.141327514459E-1
3.223643840495E1,8.141327514459E-1
3.236464172090E1,8.123898026198E-1
3.239422207156E1,8.120442604215E-1
3.246139624596E1,8.111769166116E-1
3.250244424210E1,8.109912696519E-1
3.258641481328E1,8.100821412200E-1
3.260579871868E1,8.099652369928E-1
3.271595662981E1,8.091099504265E-1
3.272259476497E1,8.091176321849E-1
3.285051247288E1,8.082945908845E-1
3.332695033537E1,8.056257409524E-1
3.344551496502E1,8.048845119929E-1
3.347854430749E1,8.045619805773E-1
3.358202593367E1,8.036027535745E-1
3.370825779940E1,8.023174653585E-1
3.379978891979E1,8.009795347185E-1
3.401323647893E1,7.969364230513E-1
3.408984670346E1,7.954230082109E-1
3.416576051096E1,7.942092413703E-1
3.428380291219E1,7.925739912053E-1
3.440826860534E1,7.911316853826E-1
3.463732116466E1,7.890283221947E-1
